transaction_id,fraude
TXS2-01399,0
TXS2-01400,0
TXS2-01401,0
TXS2-01402,0
TXS2-01403,0
TXS2-01404,0
TXS2-01405,0
TXS2-01406,1
TXS2-01407,0
TXS2-01408,0
TXS2-01409,0
TXS2-01410,0
TXS2-01411,0
TXS2-01412,0
TXS2-01413,0
TXS2-01414,0
TXS2-01415,0
TXS2-01416,0
TXS2-01417,0
TXS2-01418,1
TXS2-01419,0
TXS2-01420,0
TXS2-01421,0
TXS2-01422,0
TXS2-01423,0
TXS2-01424,0
TXS2-01425,0
TXS2-01426,0
TXS2-01427,1
TXS2-01428,0
TXS2-01429,0
TXS2-01430,0
TXS2-01431,0
TXS2-01432,0
TXS2-01433,0
TXS2-01434,0
TXS2-01435,0
TXS2-01436,0
TXS2-01437,1
TXS2-01438,0
TXS2-01439,0
TXS2-01440,0
TXS2-01441,1
TXS2-01442,0
TXS2-01443,0
TXS2-01444,1
TXS2-01445,0
TXS2-01446,0
TXS2-01447,0
TXS2-01448,0
TXS2-01449,0
TXS2-01450,0
TXS2-01451,0
TXS2-01452,0
TXS2-01453,0
TXS2-01454,0
TXS2-01455,0
TXS2-01456,0
TXS2-01457,0
TXS2-01458,0
TXS2-01459,0
TXS2-01460,0
TXS2-01461,1
TXS2-01462,0
TXS2-01463,0
TXS2-01464,0
TXS2-01465,0
TXS2-01466,0
TXS2-01467,0
TXS2-01468,0
TXS2-01469,0
TXS2-01470,0
TXS2-01471,0
TXS2-01472,0
TXS2-01473,0
TXS2-01474,0
TXS2-01475,0
TXS2-01476,0
TXS2-01477,0
TXS2-01478,0
TXS2-01479,0
TXS2-01480,0
TXS2-01481,0
TXS2-01482,0
TXS2-01483,0
TXS2-01484,0
TXS2-01485,1
TXS2-01486,0
TXS2-01487,0
TXS2-01488,0
TXS2-01489,0
TXS2-01490,0
TXS2-01491,0
TXS2-01492,0
TXS2-01493,0
TXS2-01494,0
TXS2-01495,0
TXS2-01496,1
TXS2-01497,0
TXS2-01498,0
TXS2-01499,0
TXS2-01500,0
TXS2-01501,0
TXS2-01502,0
TXS2-01503,0
TXS2-01504,0
TXS2-01505,0
TXS2-01506,0
TXS2-01507,0
TXS2-01508,0
TXS2-01509,0
TXS2-01510,0
TXS2-01511,0
TXS2-01512,0
TXS2-01513,0
TXS2-01514,1
TXS2-01515,0
TXS2-01516,0
TXS2-01517,0
TXS2-01518,0
TXS2-01519,0
TXS2-01520,0
TXS2-01521,0
TXS2-01522,0
TXS2-01523,0
TXS2-01524,0
TXS2-01525,0
TXS2-01526,1
TXS2-01527,0
TXS2-01528,0
TXS2-01529,0
TXS2-01530,0
TXS2-01531,0
TXS2-01532,1
TXS2-01533,0
TXS2-01534,0
TXS2-01535,0
TXS2-01536,0
TXS2-01537,0
TXS2-01538,0
TXS2-01539,0
TXS2-01540,0
TXS2-01541,0
TXS2-01542,0
TXS2-01543,0
TXS2-01544,0
TXS2-01545,0
TXS2-01546,0
TXS2-01547,0
TXS2-01548,0
TXS2-01549,0
TXS2-01550,0
TXS2-01551,0
TXS2-01552,0
TXS2-01553,0
TXS2-01554,1
TXS2-01555,0
TXS2-01556,0
TXS2-01557,0
TXS2-01558,0
TXS2-01559,0
TXS2-01560,0
TXS2-01561,1
TXS2-01562,0
TXS2-01563,0
TXS2-01564,0
TXS2-01565,1
TXS2-01566,0
TXS2-01567,0
TXS2-01568,0
TXS2-01569,0
TXS2-01570,0
TXS2-01571,0
TXS2-01572,0
TXS2-01573,0
TXS2-01574,0
TXS2-01575,0
TXS2-01576,0
TXS2-01577,0
TXS2-01578,0
TXS2-01579,0
TXS2-01580,0
TXS2-01581,0
TXS2-01582,0
TXS2-01583,1
TXS2-01584,0
TXS2-01585,0
TXS2-01586,0
TXS2-01587,0
TXS2-01588,0
TXS2-01589,0
TXS2-01590,0
TXS2-01591,0
TXS2-01592,0
TXS2-01593,0
TXS2-01594,0
TXS2-01595,0
TXS2-01596,0
TXS2-01597,0
TXS2-01598,1
TXS2-01599,0
TXS2-01600,0
TXS2-01601,0
TXS2-01602,0
TXS2-01603,0
TXS2-01604,0
TXS2-01605,0
TXS2-01606,0
TXS2-01607,0
TXS2-01608,0
TXS2-01609,1
TXS2-01610,0
TXS2-01611,0
TXS2-01612,0
TXS2-01613,0
TXS2-01614,0
TXS2-01615,0
TXS2-01616,0
TXS2-01617,0
TXS2-01618,0
TXS2-01619,0
TXS2-01620,0
TXS2-01621,0
TXS2-01622,0
TXS2-01623,0
TXS2-01624,1
TXS2-01625,0
TXS2-01626,0
TXS2-01627,0
TXS2-01628,0
TXS2-01629,0
TXS2-01630,0
TXS2-01631,0
TXS2-01632,1
TXS2-01633,0
TXS2-01634,0
TXS2-01635,0
TXS2-01636,0
TXS2-01637,0
TXS2-01638,0
TXS2-01639,0
TXS2-01640,0
TXS2-01641,0
TXS2-01642,1
TXS2-01643,0
TXS2-01644,0
TXS2-01645,0
TXS2-01646,0
TXS2-01647,0
TXS2-01648,0
TXS2-01649,0
TXS2-01650,0
TXS2-01651,0
TXS2-01652,0
TXS2-01653,1
TXS2-01654,0
TXS2-01655,0
TXS2-01656,0
TXS2-01657,1
TXS2-01658,0
TXS2-01659,0
TXS2-01660,0
TXS2-01661,0
TXS2-01662,0
TXS2-01663,0
TXS2-01664,0
TXS2-01665,0
TXS2-01666,0
TXS2-01667,0
TXS2-01668,1
TXS2-01669,0
TXS2-01670,0
TXS2-01671,0
TXS2-01672,0
TXS2-01673,0
TXS2-01674,0
TXS2-01675,0
TXS2-01676,1
TXS2-01677,0
TXS2-01678,0
TXS2-01679,0
TXS2-01680,0
TXS2-01681,0
TXS2-01682,0
TXS2-01683,1
TXS2-01684,0
TXS2-01685,0
TXS2-01686,0
TXS2-01687,0
TXS2-01688,0
TXS2-01689,1
TXS2-01690,0
TXS2-01691,0
TXS2-01692,0
TXS2-01693,0
TXS2-01694,0
TXS2-01695,0
TXS2-01696,0
TXS2-01697,0
TXS2-01698,0
TXS2-01699,0
TXS2-01700,0
TXS2-01701,0
TXS2-01702,0
TXS2-01703,0
TXS2-01704,0
TXS2-01705,0
TXS2-01706,0
TXS2-01707,0
TXS2-01708,0
TXS2-01709,0
TXS2-01710,0
TXS2-01711,1
TXS2-01712,0
TXS2-01713,0
TXS2-01714,0
TXS2-01715,0
TXS2-01716,0
TXS2-01717,0
TXS2-01718,0
TXS2-01719,0
TXS2-01720,0
TXS2-01721,0
TXS2-01722,0
TXS2-01723,0
TXS2-01724,1
TXS2-01725,0
TXS2-01726,0
TXS2-01727,0
TXS2-01728,0
TXS2-01729,0
TXS2-01730,0
TXS2-01731,0
TXS2-01732,0
TXS2-01733,0
TXS2-01734,0
TXS2-01735,0
TXS2-01736,0
TXS2-01737,0
TXS2-01738,0
TXS2-01739,0
TXS2-01740,0
TXS2-01741,1
TXS2-01742,0
TXS2-01743,0
TXS2-01744,1
TXS2-01745,0
TXS2-01746,0
TXS2-01747,0
TXS2-01748,0
TXS2-01749,0
TXS2-01750,0
TXS2-01751,0
TXS2-01752,0
TXS2-01753,0
TXS2-01754,0
TXS2-01755,0
TXS2-01756,0
TXS2-01757,0
TXS2-01758,0
TXS2-01759,0
TXS2-01760,1
TXS2-01761,0
TXS2-01762,0
TXS2-01763,0
TXS2-01764,0
TXS2-01765,0
TXS2-01766,0
TXS2-01767,0
TXS2-01768,0
TXS2-01769,0
TXS2-01770,0
TXS2-01771,0
TXS2-01772,0
TXS2-01773,0
TXS2-01774,0
TXS2-01775,0
TXS2-01776,0
TXS2-01777,0
TXS2-01778,0
TXS2-01779,1
TXS2-01780,0
TXS2-01781,0
TXS2-01782,0
TXS2-01783,0
TXS2-01784,0
TXS2-01785,0
TXS2-01786,0
TXS2-01787,0
TXS2-01788,0
TXS2-01789,0
TXS2-01790,1
TXS2-01791,0
TXS2-01792,0
TXS2-01793,0
TXS2-01794,0
TXS2-01795,0
TXS2-01796,0
TXS2-01797,0
TXS2-01798,0
TXS2-01799,1
TXS2-01800,0
TXS2-01801,0
TXS2-01802,0
TXS2-01803,1
TXS2-01804,0
TXS2-01805,0
TXS2-01806,0
TXS2-01807,0
TXS2-01808,0
TXS2-01809,1
TXS2-01810,0
TXS2-01811,0
TXS2-01812,0
TXS2-01813,0
TXS2-01814,0
TXS2-01815,0
TXS2-01816,0
TXS2-01817,0
TXS2-01818,0
TXS2-01819,0
TXS2-01820,0
TXS2-01821,0
TXS2-01822,0
TXS2-01823,0
TXS2-01824,0
TXS2-01825,0
TXS2-01826,0
TXS2-01827,0
TXS2-01828,0
TXS2-01829,0
TXS2-01830,0
TXS2-01831,0
TXS2-01832,0
TXS2-01833,0
TXS2-01834,1
TXS2-01835,0
TXS2-01836,0
TXS2-01837,0
TXS2-01838,0
TXS2-01839,0
TXS2-01840,0
TXS2-01841,0
TXS2-01842,0
TXS2-01843,0
TXS2-01844,0
TXS2-01845,0
TXS2-01846,0
TXS2-01847,0
TXS2-01848,0
TXS2-01849,1
TXS2-01850,0
TXS2-01851,0
TXS2-01852,0
TXS2-01853,0
TXS2-01854,0
TXS2-01855,0
TXS2-01856,0
TXS2-01857,0
TXS2-01858,0
TXS2-01859,0
TXS2-01860,0
TXS2-01861,0
TXS2-01862,1
TXS2-01863,0
TXS2-01864,0
TXS2-01865,1
TXS2-01866,0
TXS2-01867,0
TXS2-01868,0
TXS2-01869,1
TXS2-01870,0
TXS2-01871,0
TXS2-01872,0
TXS2-01873,0
TXS2-01874,0
TXS2-01875,0
TXS2-01876,0
TXS2-01877,0
TXS2-01878,0
TXS2-01879,1
TXS2-01880,0
TXS2-01881,0
TXS2-01882,0
TXS2-01883,0
TXS2-01884,0
TXS2-01885,0
TXS2-01886,0
TXS2-01887,1
TXS2-01888,0
TXS2-01889,0
TXS2-01890,0
TXS2-01891,0
TXS2-01892,0
TXS2-01893,0
TXS2-01894,0
TXS2-01895,0
TXS2-01896,0
TXS2-01897,0
TXS2-01898,0
TXS2-01899,0
TXS2-01900,0
TXS2-01901,0
TXS2-01902,0
TXS2-01903,0
TXS2-01904,0
TXS2-01905,0
TXS2-01906,0
TXS2-01907,0
TXS2-01908,0
TXS2-01909,0
TXS2-01910,0
TXS2-01911,0
TXS2-01912,0
TXS2-01913,0
TXS2-01914,0
TXS2-01915,0
TXS2-01916,0
TXS2-01917,1
TXS2-01918,0
TXS2-01919,0
TXS2-01920,0
TXS2-01921,0
TXS2-01922,0
TXS2-01923,0
TXS2-01924,0
TXS2-01925,0
TXS2-01926,0
TXS2-01927,0
TXS2-01928,0
TXS2-01929,0
TXS2-01930,0
TXS2-01931,0
TXS2-01932,1
TXS2-01933,0
TXS2-01934,0
TXS2-01935,0
TXS2-01936,0
TXS2-01937,0
TXS2-01938,0
TXS2-01939,0
TXS2-01940,1
TXS2-01941,0
TXS2-01942,0
TXS2-01943,0
TXS2-01944,0
TXS2-01945,0
TXS2-01946,0
TXS2-01947,0
TXS2-01948,0
TXS2-01949,1
TXS2-01950,0
TXS2-01951,0
TXS2-01952,0
TXS2-01953,0
TXS2-01954,1
TXS2-01955,0
TXS2-01956,0
TXS2-01957,0
TXS2-01958,0
TXS2-01959,0
TXS2-01960,1
TXS2-01961,0
TXS2-01962,0
TXS2-01963,0
TXS2-01964,0
TXS2-01965,0
TXS2-01966,0
TXS2-01967,0
TXS2-01968,0
TXS2-01969,0
TXS2-01970,0
TXS2-01971,0
TXS2-01972,0
TXS2-01973,0
TXS2-01974,0
TXS2-01975,0
TXS2-01976,0
TXS2-01977,0
TXS2-01978,0
TXS2-01979,1
TXS2-01980,1
TXS2-01981,0
TXS2-01982,0
TXS2-01983,0
TXS2-01984,0
TXS2-01985,0
TXS2-01986,1
TXS2-01987,0
TXS2-01988,0
TXS2-01989,0
TXS2-01990,0
TXS2-01991,0
TXS2-01992,0
TXS2-01993,0
TXS2-01994,0
TXS2-01995,0
TXS2-01996,0
TXS2-01997,0
TXS2-01998,0
TXS2-01999,0
TXS2-02000,0
TXS2-02001,0
TXS2-02002,1
TXS2-02003,0
TXS2-02004,1
TXS2-02005,0
TXS2-02006,0
TXS2-02007,0
TXS2-02008,0
TXS2-02009,0
TXS2-02010,0
TXS2-02011,0
TXS2-02012,0
TXS2-02013,0
TXS2-02014,0
TXS2-02015,0
TXS2-02016,0
TXS2-02017,0
TXS2-02018,0
TXS2-02019,1
TXS2-02020,0
TXS2-02021,0
TXS2-02022,0
TXS2-02023,0
TXS2-02024,0
TXS2-02025,0
TXS2-02026,0
TXS2-02027,0
TXS2-02028,0
TXS2-02029,0
TXS2-02030,0
TXS2-02031,1
TXS2-02032,0
TXS2-02033,0
TXS2-02034,0
TXS2-02035,1
TXS2-02036,0
TXS2-02037,0
TXS2-02038,0
TXS2-02039,0
TXS2-02040,0
TXS2-02041,1
TXS2-02042,0
TXS2-02043,0
TXS2-02044,0
TXS2-02045,0
TXS2-02046,0
TXS2-02047,1
TXS2-02048,0
TXS2-02049,0
TXS2-02050,0
TXS2-02051,0
TXS2-02052,0
TXS2-02053,0
TXS2-02054,0
TXS2-02055,0
TXS2-02056,0
TXS2-02057,0
TXS2-02058,0
TXS2-02059,0
TXS2-02060,0
TXS2-02061,0
TXS2-02062,0
TXS2-02063,0
TXS2-02064,1
TXS2-02065,0
TXS2-02066,0
TXS2-02067,0
TXS2-02068,0
TXS2-02069,0
TXS2-02070,0
TXS2-02071,0
TXS2-02072,1
TXS2-02073,1
TXS2-02074,0
TXS2-02075,0
TXS2-02076,0
TXS2-02077,0
TXS2-02078,0
TXS2-02079,0
TXS2-02080,0
TXS2-02081,0
TXS2-02082,0
TXS2-02083,0
TXS2-02084,0
TXS2-02085,0
TXS2-02086,0
TXS2-02087,0
TXS2-02088,0
TXS2-02089,0
TXS2-02090,0
TXS2-02091,0
TXS2-02092,0
TXS2-02093,0
TXS2-02094,1
TXS2-02095,1
TXS2-02096,1
TXS2-02097,1
TXS2-02098,0
TXS2-02099,0
TXS2-02100,0
TXS2-02101,0
TXS2-02102,1
TXS2-02103,0
TXS2-02104,0
TXS2-02105,0
TXS2-02106,1
TXS2-02107,1
TXS2-02108,0
TXS2-02109,0
TXS2-02110,1
TXS2-02111,0
TXS2-02112,0
TXS2-02113,0
TXS2-02114,0
TXS2-02115,0
TXS2-02116,1
TXS2-02117,0
TXS2-02118,0
TXS2-02119,0
TXS2-02120,0
TXS2-02121,0
TXS2-02122,0
TXS2-02123,0
TXS2-02124,0
TXS2-02125,0
TXS2-02126,0
TXS2-02127,0
TXS2-02128,0
TXS2-02129,0
TXS2-02130,0
TXS2-02131,0
TXS2-02132,0
TXS2-02133,0
TXS2-02134,0
TXS2-02135,0
TXS2-02136,0
TXS2-02137,0
TXS2-02138,0
TXS2-02139,0
TXS2-02140,0
TXS2-02141,0
TXS2-02142,0
TXS2-02143,0
TXS2-02144,0
TXS2-02145,0
TXS2-02146,0
TXS2-02147,0
TXS2-02148,0
TXS2-02149,0
TXS2-02150,0
TXS2-02151,0
TXS2-02152,0
TXS2-02153,0
TXS2-02154,0
TXS2-02155,0
TXS2-02156,0
TXS2-02157,0
TXS2-02158,0
TXS2-02159,0
TXS2-02160,0
TXS2-02161,0
TXS2-02162,0
TXS2-02163,0
TXS2-02164,0
TXS2-02165,0
TXS2-02166,0
TXS2-02167,0
TXS2-02168,0
TXS2-02169,0
TXS2-02170,0
TXS2-02171,0
TXS2-02172,0
TXS2-02173,1
TXS2-02174,0
TXS2-02175,1
TXS2-02176,0
TXS2-02177,1
TXS2-02178,0
TXS2-02179,0
TXS2-02180,0
TXS2-02181,0
TXS2-02182,0
TXS2-02183,0
TXS2-02184,0
TXS2-02185,0
TXS2-02186,0
TXS2-02187,0
TXS2-02188,0
TXS2-02189,0
TXS2-02190,0
TXS2-02191,0
TXS2-02192,0
TXS2-02193,0
TXS2-02194,0
TXS2-02195,1
TXS2-02196,0
TXS2-02197,0
TXS2-02198,0
TXS2-02199,0
TXS2-02200,0
TXS2-02201,0
TXS2-02202,0
TXS2-02203,1
TXS2-02204,0
TXS2-02205,0
TXS2-02206,0
TXS2-02207,0
TXS2-02208,0
TXS2-02209,0
TXS2-02210,0
TXS2-02211,0
TXS2-02212,1
TXS2-02213,0
TXS2-02214,0
TXS2-02215,0
TXS2-02216,0
TXS2-02217,0
TXS2-02218,0
TXS2-02219,0
TXS2-02220,0
TXS2-02221,0
TXS2-02222,0
TXS2-02223,0
TXS2-02224,0
TXS2-02225,0
TXS2-02226,1
TXS2-02227,0
TXS2-02228,0
TXS2-02229,0
TXS2-02230,0
TXS2-02231,0
TXS2-02232,0
TXS2-02233,1
TXS2-02234,0
TXS2-02235,0
TXS2-02236,0
TXS2-02237,0
TXS2-02238,0
TXS2-02239,0
TXS2-02240,0
TXS2-02241,0
TXS2-02242,0
TXS2-02243,0
TXS2-02244,0
TXS2-02245,0
TXS2-02246,1
TXS2-02247,0
TXS2-02248,0
TXS2-02249,0
TXS2-02250,0
TXS2-02251,0
TXS2-02252,0
TXS2-02253,0
TXS2-02254,0
TXS2-02255,0
TXS2-02256,0
TXS2-02257,0
TXS2-02258,1
TXS2-02259,0
TXS2-02260,0
TXS2-02261,0
TXS2-02262,0
TXS2-02263,0
TXS2-02264,0
TXS2-02265,0
TXS2-02266,0
TXS2-02267,0
TXS2-02268,1
TXS2-02269,0
TXS2-02270,0
TXS2-02271,1
TXS2-02272,0
TXS2-02273,0
TXS2-02274,1
TXS2-02275,0
TXS2-02276,0
TXS2-02277,0
TXS2-02278,0
TXS2-02279,0
TXS2-02280,0
TXS2-02281,1
TXS2-02282,0
TXS2-02283,0
TXS2-02284,0
TXS2-02285,0
TXS2-02286,0
TXS2-02287,0
TXS2-02288,0
TXS2-02289,0
TXS2-02290,0
TXS2-02291,0
TXS2-02292,0
TXS2-02293,0
TXS2-02294,0
TXS2-02295,0
TXS2-02296,1
TXS2-02297,0
TXS2-02298,0
TXS2-02299,0
TXS2-02300,0
TXS2-02301,0
TXS2-02302,0
TXS2-02303,1
TXS2-02304,0
TXS2-02305,0
TXS2-02306,0
TXS2-02307,0
TXS2-02308,0
TXS2-02309,0
TXS2-02310,0
TXS2-02311,0
TXS2-02312,0
TXS2-02313,0
TXS2-02314,0
TXS2-02315,0
TXS2-02316,0
TXS2-02317,0
TXS2-02318,0
TXS2-02319,0
TXS2-02320,1
TXS2-02321,1
TXS2-02322,0
TXS2-02323,0
TXS2-02324,0
TXS2-02325,0
TXS2-02326,0
TXS2-02327,0
TXS2-02328,0
TXS2-02329,0
TXS2-02330,0
TXS2-02331,1
TXS2-02332,0
TXS2-02333,0
TXS2-02334,1
TXS2-02335,0
TXS2-02336,0
TXS2-02337,0
TXS2-02338,0
TXS2-02339,0
TXS2-02340,0
TXS2-02341,0
TXS2-02342,1
TXS2-02343,0
TXS2-02344,0
TXS2-02345,0
TXS2-02346,0
TXS2-02347,1
TXS2-02348,0
TXS2-02349,1
TXS2-02350,0
TXS2-02351,0
TXS2-02352,0
TXS2-02353,0
TXS2-02354,0
TXS2-02355,0
TXS2-02356,1
TXS2-02357,0
TXS2-02358,0
TXS2-02359,0
TXS2-02360,0
TXS2-02361,0
TXS2-02362,0
TXS2-02363,0
TXS2-02364,0
TXS2-02365,0
TXS2-02366,0
TXS2-02367,0
TXS2-02368,0
TXS2-02369,0
TXS2-02370,0
TXS2-02371,0
TXS2-02372,0
TXS2-02373,0
TXS2-02374,0
TXS2-02375,1
TXS2-02376,0
TXS2-02377,0
TXS2-02378,0
TXS2-02379,0
TXS2-02380,1
TXS2-02381,0
TXS2-02382,0
TXS2-02383,0
TXS2-02384,0
TXS2-02385,0
TXS2-02386,0
TXS2-02387,0
TXS2-02388,1
TXS2-02389,1
TXS2-02390,0
TXS2-02391,0
TXS2-02392,0
TXS2-02393,0
TXS2-02394,0
TXS2-02395,0
TXS2-02396,0
TXS2-02397,1
TXS2-02398,0
TXS2-02399,1
TXS2-02400,0
TXS2-02401,0
TXS2-02402,0
TXS2-02403,0
TXS2-02404,0
TXS2-02405,0
TXS2-02406,0
TXS2-02407,0
TXS2-02408,0
TXS2-02409,0
TXS2-02410,0
TXS2-02411,0
TXS2-02412,0
TXS2-02413,0
TXS2-02414,0
TXS2-02415,0
TXS2-02416,0
TXS2-02417,0
TXS2-02418,0
TXS2-02419,0
TXS2-02420,0
TXS2-02421,1
TXS2-02422,0
TXS2-02423,0
TXS2-02424,0
TXS2-02425,0
TXS2-02426,0
TXS2-02427,1
TXS2-02428,0
TXS2-02429,0
TXS2-02430,0
TXS2-02431,0
TXS2-02432,0
TXS2-02433,0
TXS2-02434,0
TXS2-02435,0
TXS2-02436,0
TXS2-02437,0
TXS2-02438,0
TXS2-02439,0
TXS2-02440,0
TXS2-02441,0
TXS2-02442,0
TXS2-02443,0
TXS2-02444,0
TXS2-02445,0
TXS2-02446,0
TXS2-02447,0
TXS2-02448,0
TXS2-02449,0
TXS2-02450,0
TXS2-02451,0
TXS2-02452,0
TXS2-02453,1
TXS2-02454,0
TXS2-02455,0
TXS2-02456,0
TXS2-02457,0
TXS2-02458,0
TXS2-02459,0
TXS2-02460,0
TXS2-02461,0
TXS2-02462,1
TXS2-02463,0
TXS2-02464,0
TXS2-02465,0
TXS2-02466,0
TXS2-02467,0
TXS2-02468,0
TXS2-02469,0
TXS2-02470,0
TXS2-02471,0
TXS2-02472,0
TXS2-02473,0
TXS2-02474,0
TXS2-02475,0
TXS2-02476,0
TXS2-02477,0
TXS2-02478,1
TXS2-02479,0
TXS2-02480,1
TXS2-02481,0
TXS2-02482,1
TXS2-02483,0
TXS2-02484,0
TXS2-02485,0
TXS2-02486,0
TXS2-02487,0
TXS2-02488,0
TXS2-02489,0
TXS2-02490,0
TXS2-02491,0
TXS2-02492,0
TXS2-02493,0
TXS2-02494,0
TXS2-02495,0
TXS2-02496,0
TXS2-02497,1
TXS2-02498,0
TXS2-02499,0
TXS2-02500,0
TXS2-02501,0
TXS2-02502,0
TXS2-02503,0
TXS2-02504,0
TXS2-02505,0
TXS2-02506,0
TXS2-02507,0
TXS2-02508,0
TXS2-02509,0
TXS2-02510,0
TXS2-02511,0
TXS2-02512,0
TXS2-02513,0
TXS2-02514,0
TXS2-02515,0
TXS2-02516,1
TXS2-02517,0
TXS2-02518,0
TXS2-02519,0
TXS2-02520,0
TXS2-02521,0
TXS2-02522,0
TXS2-02523,0
TXS2-02524,0
TXS2-02525,0
TXS2-02526,0
TXS2-02527,0
TXS2-02528,0
TXS2-02529,0
TXS2-02530,0
TXS2-02531,0
TXS2-02532,0
TXS2-02533,0
TXS2-02534,0
TXS2-02535,0
TXS2-02536,0
TXS2-02537,0
TXS2-02538,0
TXS2-02539,0
TXS2-02540,0
TXS2-02541,0
TXS2-02542,0
TXS2-02543,0
TXS2-02544,0
TXS2-02545,0
TXS2-02546,0
TXS2-02547,0
TXS2-02548,0
TXS2-02549,0
TXS2-02550,0
TXS2-02551,0
TXS2-02552,1
TXS2-02553,0
TXS2-02554,0
TXS2-02555,0
TXS2-02556,0
TXS2-02557,0
TXS2-02558,0
TXS2-02559,0
TXS2-02560,0
TXS2-02561,1
TXS2-02562,0
TXS2-02563,0
TXS2-02564,0
TXS2-02565,0
TXS2-02566,1
TXS2-02567,0
TXS2-02568,0
TXS2-02569,0
TXS2-02570,0
TXS2-02571,0
TXS2-02572,0
TXS2-02573,1
TXS2-02574,0
TXS2-02575,0
TXS2-02576,0
TXS2-02577,0
TXS2-02578,0
TXS2-02579,0
TXS2-02580,1
TXS2-02581,0
TXS2-02582,0
TXS2-02583,0
TXS2-02584,0
TXS2-02585,0
TXS2-02586,0
TXS2-02587,0
TXS2-02588,0
TXS2-02589,0
TXS2-02590,0
TXS2-02591,0
TXS2-02592,0
TXS2-02593,0
TXS2-02594,0
TXS2-02595,0
TXS2-02596,0
TXS2-02597,1
TXS2-02598,0
TXS2-02599,0
TXS2-02600,0
TXS2-02601,0
TXS2-02602,0
TXS2-02603,0
TXS2-02604,1
TXS2-02605,0
TXS2-02606,0
TXS2-02607,0
TXS2-02608,0
TXS2-02609,0
TXS2-02610,0
TXS2-02611,0
TXS2-02612,0
TXS2-02613,1
TXS2-02614,0
TXS2-02615,0
TXS2-02616,0
TXS2-02617,0
TXS2-02618,0
TXS2-02619,0
TXS2-02620,0
TXS2-02621,0
TXS2-02622,0
TXS2-02623,0
TXS2-02624,1
TXS2-02625,0
TXS2-02626,1
TXS2-02627,0
TXS2-02628,0
TXS2-02629,0
TXS2-02630,0
TXS2-02631,0
TXS2-02632,0
TXS2-02633,0
TXS2-02634,0
TXS2-02635,1
TXS2-02636,0
TXS2-02637,0
TXS2-02638,0
TXS2-02639,0
TXS2-02640,0
TXS2-02641,0
TXS2-02642,0
TXS2-02643,0
TXS2-02644,1
TXS2-02645,0
TXS2-02646,0
TXS2-02647,0
TXS2-02648,0
TXS2-02649,0
TXS2-02650,0
TXS2-02651,0
TXS2-02652,0
TXS2-02653,0
TXS2-02654,0
TXS2-02655,0
TXS2-02656,1
TXS2-02657,0
TXS2-02658,0
TXS2-02659,0
TXS2-02660,0
TXS2-02661,0
TXS2-02662,0
TXS2-02663,0
TXS2-02664,1
TXS2-02665,1
TXS2-02666,0
TXS2-02667,0
TXS2-02668,0
TXS2-02669,0
TXS2-02670,0
TXS2-02671,0
TXS2-02672,0
TXS2-02673,0
TXS2-02674,1
TXS2-02675,0
TXS2-02676,0
TXS2-02677,0
TXS2-02678,0
TXS2-02679,0
TXS2-02680,0
TXS2-02681,0
TXS2-02682,1
TXS2-02683,0
TXS2-02684,0
TXS2-02685,0
TXS2-02686,0
TXS2-02687,0
TXS2-02688,0
TXS2-02689,1
TXS2-02690,0
TXS2-02691,0
TXS2-02692,0
TXS2-02693,0
TXS2-02694,0
TXS2-02695,0
TXS2-02696,1
TXS2-02697,0
TXS2-02698,0
TXS2-02699,0
TXS2-02700,0
TXS2-02701,0
TXS2-02702,0
TXS2-02703,0
TXS2-02704,0
TXS2-02705,0
TXS2-02706,0
TXS2-02707,1
TXS2-02708,0
TXS2-02709,0
TXS2-02710,1
TXS2-02711,0
TXS2-02712,0
TXS2-02713,1
TXS2-02714,1
TXS2-02715,0
TXS2-02716,0
TXS2-02717,1
TXS2-02718,0
TXS2-02719,0
TXS2-02720,0
TXS2-02721,1
TXS2-02722,0
TXS2-02723,0
TXS2-02724,0
TXS2-02725,0
TXS2-02726,0
TXS2-02727,0
TXS2-02728,0
TXS2-02729,0
TXS2-02730,1
TXS2-02731,0
TXS2-02732,0
TXS2-02733,0
TXS2-02734,0
TXS2-02735,0
TXS2-02736,0
TXS2-02737,0
TXS2-02738,0
TXS2-02739,1
TXS2-02740,1
TXS2-02741,0
TXS2-02742,0
TXS2-02743,0
TXS2-02744,0
TXS2-02745,0
TXS2-02746,1
TXS2-02747,0
TXS2-02748,0
TXS2-02749,0
TXS2-02750,0
TXS2-02751,0
TXS2-02752,0
TXS2-02753,0
TXS2-02754,0
TXS2-02755,0
TXS2-02756,0
TXS2-02757,0
TXS2-02758,0
TXS2-02759,0
TXS2-02760,0
TXS2-02761,0
TXS2-02762,0
TXS2-02763,0
TXS2-02764,0
TXS2-02765,0
TXS2-02766,0
TXS2-02767,0
TXS2-02768,0
TXS2-02769,0
TXS2-02770,0
TXS2-02771,0
TXS2-02772,0
TXS2-02773,0
TXS2-02774,0
TXS2-02775,0
TXS2-02776,0
TXS2-02777,0
TXS2-02778,0
TXS2-02779,0
TXS2-02780,0
TXS2-02781,1
TXS2-02782,0
TXS2-02783,0
TXS2-02784,0
TXS2-02785,0
TXS2-02786,0
TXS2-02787,0
TXS2-02788,0
TXS2-02789,0
TXS2-02790,0
TXS2-02791,0
TXS2-02792,0
TXS2-02793,0
TXS2-02794,0
TXS2-02795,0
TXS2-02796,0
TXS2-02797,0
