transaction_id,montant_eur,heure,anciennete_client_j,nb_articles,distance_domicile_km
TXS2-00580,58.33,17.11,1049,1,2.84
TXS2-00581,53.89,21.54,571,2,8.69
TXS2-00582,78.4,11.84,6,3,3.88
TXS2-00583,50.58,21.03,631,4,12.42
TXS2-00584,113.42,16.76,178,4,16.32
TXS2-00585,21.89,19.25,209,4,21.65
TXS2-00586,77.1,23.38,347,5,2.38
TXS2-00587,30.07,18.59,575,4,7.47
TXS2-00588,53.76,17.35,109,2,2.15
TXS2-00589,38.47,6.69,191,1,12.86
TXS2-00590,82.08,21.3,93,2,18.94
TXS2-00591,10.92,17.64,257,7,1.91
TXS2-00592,204.93,22.14,106,10,3.89
TXS2-00593,69.56,21.01,29,2,14.18
TXS2-00594,121.8,19.51,645,1,14.39
TXS2-00595,63.92,12.38,378,3,13.49
TXS2-00596,166.3,11.35,7,8,23.47
TXS2-00597,18.06,19.68,435,4,20.05
TXS2-00598,196.6,14.15,75,2,5.62
TXS2-00599,48.34,20.58,55,2,1.74
TXS2-00600,119.37,17.3,49,5,6.61
TXS2-00601,21.24,14.92,174,3,5.92
TXS2-00602,73.46,12.72,242,3,3.79
TXS2-00603,31.24,22.28,225,5,6.62
TXS2-00604,30.92,19.44,15,5,20.09
TXS2-00605,83.51,16.77,200,6,5.02
TXS2-00606,77.15,13.59,151,5,29.01
TXS2-00607,19.1,20.75,55,4,2.68
TXS2-00608,35.48,18.97,8,4,7.78
TXS2-00609,31.57,17.75,359,3,49.74
TXS2-00610,46.16,1.12,1045,3,17.58
TXS2-00611,40.73,23.59,1,4,7.19
TXS2-00612,29.84,21.52,105,2,0.78
TXS2-00613,68.77,22.26,125,8,0.33
TXS2-00614,77.76,12.79,127,5,2.83
TXS2-00615,26.21,14.49,325,4,42.69
TXS2-00616,36.02,16.75,64,3,9.69
TXS2-00617,31.62,18.96,182,2,3.51
TXS2-00618,178.08,11.83,257,3,13.02
TXS2-00619,64.99,19.39,736,4,3.99
TXS2-00620,45.49,21.69,103,2,2.45
TXS2-00621,76.87,12.16,527,4,8.99
TXS2-00622,9.75,12.1,114,5,15.89
TXS2-00623,235.79,14.76,55,2,1.15
TXS2-00624,144.47,19.24,28,1,5.13
TXS2-00625,25.85,13.4,206,3,8.37
TXS2-00626,42.21,21.12,181,5,1.51
TXS2-00627,260.27,10.78,328,5,8.04
TXS2-00628,17.49,13.2,185,4,1.7
TXS2-00629,24.72,11.34,190,4,31.24
TXS2-00630,155.24,19.28,95,4,3.75
TXS2-00631,259.14,14.54,44,5,13.74
TXS2-00632,189.73,23.38,69,3,30.68
TXS2-00633,21.57,15.47,6,3,13.85
TXS2-00634,34.89,13.19,31,2,4.3
TXS2-00635,32.41,15.47,254,4,8.75
TXS2-00636,22.56,14.13,78,1,37.65
TXS2-00637,60.55,21.3,30,5,2.78
TXS2-00638,90.85,17.82,141,3,4.66
TXS2-00639,40.39,15.3,304,5,8.35
TXS2-00640,50.75,23.12,215,4,3.4
TXS2-00641,99.65,11.37,98,4,16.36
TXS2-00642,147.2,11.48,23,4,10.48
TXS2-00643,41.11,16.46,145,3,5.21
TXS2-00644,33.36,11.63,147,1,14.09
TXS2-00645,77.77,8.57,994,3,10.91
TXS2-00646,189.78,13.55,579,1,22.51
TXS2-00647,90.23,9.88,83,3,14.83
TXS2-00648,132.76,15.39,186,3,2.24
TXS2-00649,100.42,12.82,75,3,15.94
TXS2-00650,59.22,21.57,467,4,23.89
TXS2-00651,19.04,10.53,3,2,1.67
TXS2-00652,48.49,9.92,159,5,10.94
TXS2-00653,172.06,13.58,32,2,6.76
TXS2-00654,32.83,20.09,133,4,8.88
TXS2-00655,96.86,21.58,581,1,18.73
TXS2-00656,99.8,18.69,103,3,18.64
TXS2-00657,28.38,12.63,325,1,11.33
TXS2-00658,26.64,21.95,382,3,7.56
TXS2-00659,39.69,23.01,182,1,0.94
TXS2-00660,134.01,21.78,30,4,0.78
TXS2-00661,66.64,21.62,292,4,0.73
TXS2-00662,38.07,22.75,230,1,6.58
TXS2-00663,78.76,11.17,274,4,8.08
TXS2-00664,59.13,14.51,323,4,5.74
TXS2-00665,69.32,22.52,1187,5,12.64
TXS2-00666,65.88,21.94,68,2,12.39
TXS2-00667,44.31,22.74,18,1,3.88
TXS2-00668,23.48,14.96,161,4,2.25
TXS2-00669,24.96,20.77,34,1,6.58
TXS2-00670,13.56,18.27,11,5,1.19
TXS2-00671,85.46,21.51,421,2,13.58
TXS2-00672,107.09,21.06,674,2,0.8
TXS2-00673,93.63,14.24,12,4,10.73
TXS2-00674,37.15,13.99,118,2,14.86
TXS2-00675,68.59,20.75,192,4,2.84
TXS2-00676,90.49,21.65,355,3,17.45
TXS2-00677,28.9,22.34,149,2,30.29
TXS2-00678,19.2,20.69,768,4,3.3
TXS2-00679,29.37,16.91,66,2,13.72
TXS2-00680,325.65,10.62,279,2,2.2
TXS2-00681,24.22,21.1,355,2,6.43
TXS2-00682,100.84,19.76,205,7,4.72
TXS2-00683,25.25,11.54,147,2,6.9
TXS2-00684,24.51,11.49,515,5,1.26
TXS2-00685,38.53,16.61,6,3,8.14
TXS2-00686,13.53,23.85,137,3,16.39
TXS2-00687,33.52,19.54,78,4,14.92
TXS2-00688,48.99,10.88,174,3,5.44
TXS2-00689,39.7,20.4,173,2,0.99
TXS2-00690,48.97,16.72,85,5,2.79
TXS2-00691,100.38,21.78,213,2,6.81
TXS2-00692,26.69,14.71,63,6,5.75
TXS2-00693,44.44,8.09,61,3,1.79
TXS2-00694,72.86,19.66,291,1,4.26
TXS2-00695,96.8,22.34,77,3,29.31
TXS2-00696,96.36,17.68,494,3,9.62
TXS2-00697,141.47,11.15,56,2,30.02
TXS2-00698,273.97,14.04,170,2,31.65
TXS2-00699,71.15,23.38,174,3,21.13
TXS2-00700,49.59,16.71,329,2,2.35
TXS2-00701,13.2,19.37,647,5,1.27
TXS2-00702,91.06,20.35,15,2,10.3
TXS2-00703,108.49,11.03,87,2,1.88
TXS2-00704,49.81,6.82,2,2,69.3
TXS2-00705,292.82,8.23,19,3,20.1
TXS2-00706,84.4,15.44,78,7,11.72
TXS2-00707,33.36,18.75,470,1,1.42
TXS2-00708,41.6,13.39,176,4,14.42
TXS2-00709,79.96,20.34,135,5,18.38
TXS2-00710,147.36,19.91,63,2,3.33
TXS2-00711,41.81,22.13,109,2,42.22
TXS2-00712,57.54,11.16,68,3,3.18
TXS2-00713,101.01,20.7,419,4,14.39
TXS2-00714,96.75,18.26,281,2,7.59
TXS2-00715,41.03,16.77,647,4,23.86
TXS2-00716,70.79,16.37,144,4,7.85
TXS2-00717,99.35,12.89,802,5,24.92
TXS2-00718,41.67,13.11,177,1,2.77
TXS2-00719,171.72,13.0,145,2,3.88
TXS2-00720,238.95,16.95,29,5,6.59
TXS2-00721,63.04,12.74,116,1,48.17
TXS2-00722,126.34,13.04,458,6,2.87
TXS2-00723,122.93,11.4,173,2,3.09
TXS2-00724,64.66,21.43,242,4,0.87
TXS2-00725,45.6,12.23,184,4,11.74
TXS2-00726,32.15,14.48,38,3,17.85
TXS2-00727,999.29,8.89,54,3,4.64
TXS2-00728,18.53,19.15,737,2,10.87
TXS2-00729,107.54,21.84,125,2,53.06
TXS2-00730,70.82,19.12,282,3,1.73
TXS2-00731,33.16,10.68,48,2,13.91
TXS2-00732,38.69,12.85,30,2,2.0
TXS2-00733,34.33,21.2,115,4,6.68
TXS2-00734,48.95,7.39,124,1,5.95
TXS2-00735,65.59,14.82,22,2,0.9
TXS2-00736,86.83,21.79,398,3,0.86
TXS2-00737,76.13,22.62,806,2,7.96
TXS2-00738,59.58,14.17,312,5,5.25
TXS2-00739,32.7,13.57,117,5,6.86
TXS2-00740,25.82,10.16,45,4,1.6
TXS2-00741,33.15,22.41,327,3,9.23
TXS2-00742,33.85,21.55,163,4,14.69
TXS2-00743,35.26,18.51,39,3,16.06
TXS2-00744,173.08,17.23,758,3,4.27
TXS2-00745,65.84,13.69,347,2,1.03
TXS2-00746,61.45,20.32,73,1,3.71
TXS2-00747,25.1,9.61,30,3,2.11
TXS2-00748,110.7,16.29,419,4,8.45
TXS2-00749,51.67,17.34,118,1,2.96
TXS2-00750,7.89,13.3,781,2,6.66
TXS2-00751,34.12,17.23,238,2,1.41
TXS2-00752,231.38,14.53,21,5,32.56
TXS2-00753,45.54,21.35,172,6,2.38
TXS2-00754,77.45,12.61,9,1,5.04
TXS2-00755,49.08,16.54,237,5,5.4
TXS2-00756,155.55,20.91,244,2,16.76
TXS2-00757,146.27,14.23,379,4,40.51
TXS2-00758,7.88,21.1,15,1,1.02
TXS2-00759,14.53,21.18,185,2,5.13
TXS2-00760,67.01,21.03,280,3,25.42
TXS2-00761,67.46,13.47,3,3,4.24
TXS2-00762,92.63,12.47,270,3,4.14
TXS2-00763,37.27,17.19,131,6,7.51
TXS2-00764,94.34,20.71,93,2,20.77
TXS2-00765,45.2,12.83,290,4,9.43
TXS2-00766,56.77,18.9,191,3,9.32
TXS2-00767,42.11,19.83,350,2,5.37
TXS2-00768,29.37,15.96,341,6,2.28
TXS2-00769,19.96,14.22,204,4,6.63
TXS2-00770,99.26,18.81,31,2,2.41
TXS2-00771,120.53,18.55,1,5,1.95
TXS2-00772,163.44,13.42,140,2,2.05
TXS2-00773,64.42,14.34,67,6,22.85
TXS2-00774,39.54,21.39,256,4,5.06
TXS2-00775,43.52,19.59,203,1,5.2
TXS2-00776,97.09,13.87,431,5,21.23
TXS2-00777,33.34,15.49,225,5,4.5
TXS2-00778,379.32,20.38,206,9,6.85
TXS2-00779,57.52,12.21,2,4,2.88
TXS2-00780,157.6,0.11,306,2,2.64
TXS2-00781,268.38,2.21,516,6,1.5
TXS2-00782,53.13,21.14,157,1,14.6
TXS2-00783,83.73,16.21,871,5,3.82
TXS2-00784,30.7,22.65,1867,2,4.94
TXS2-00785,108.08,22.47,443,5,16.34
TXS2-00786,193.05,19.58,57,5,56.93
TXS2-00787,59.0,19.38,98,5,279.09
TXS2-00788,112.05,12.4,89,2,5.11
TXS2-00789,141.48,22.68,85,5,7.75
TXS2-00790,36.88,11.79,986,4,1.83
TXS2-00791,37.01,22.54,11,5,0.94
TXS2-00792,33.92,21.81,346,1,1.56
TXS2-00793,202.19,20.7,380,5,2.29
TXS2-00794,37.12,16.35,38,1,7.38
TXS2-00795,254.49,12.96,214,5,14.4
TXS2-00796,232.39,20.01,292,3,71.66
TXS2-00797,120.42,11.53,324,6,60.25
TXS2-00798,43.25,19.8,390,2,3.89
TXS2-00799,40.23,20.78,35,5,1.52
TXS2-00800,12.33,18.3,145,3,2.08
TXS2-00801,81.37,11.52,108,3,9.96
TXS2-00802,37.89,21.59,111,4,0.93
TXS2-00803,71.11,16.05,355,4,5.37
TXS2-00804,16.39,20.4,154,4,9.59
TXS2-00805,52.59,21.12,223,3,9.26
TXS2-00806,114.26,1.05,123,9,5.38
TXS2-00807,53.96,11.96,65,1,7.09
TXS2-00808,87.52,13.07,228,1,6.32
TXS2-00809,26.75,12.9,266,5,1.95
TXS2-00810,26.76,17.42,48,7,1.84
TXS2-00811,13.16,16.21,509,4,2.71
TXS2-00812,207.45,9.76,351,3,10.87
TXS2-00813,517.86,20.54,73,1,6.34
TXS2-00814,17.4,9.58,517,4,0.73
TXS2-00815,2.77,19.27,79,2,40.27
TXS2-00816,69.38,20.87,9,5,28.28
TXS2-00817,95.18,16.95,185,1,4.06
TXS2-00818,96.14,12.63,1460,2,6.94
TXS2-00819,39.9,19.57,484,4,10.77
TXS2-00820,85.89,16.64,86,2,7.05
TXS2-00821,115.31,21.38,1015,4,3.83
TXS2-00822,33.35,17.08,356,2,1.88
TXS2-00823,64.08,23.32,302,2,3.09
TXS2-00824,63.65,23.2,18,5,1.23
TXS2-00825,26.68,21.99,139,5,6.13
TXS2-00826,84.7,10.48,332,1,6.99
TXS2-00827,231.99,21.54,90,1,16.59
TXS2-00828,113.78,11.98,253,5,11.42
TXS2-00829,72.5,13.72,40,4,27.76
TXS2-00830,54.04,13.23,175,4,6.87
TXS2-00831,14.67,21.98,45,4,35.57
TXS2-00832,100.41,15.67,69,3,3.53
TXS2-00833,22.77,21.79,253,4,3.78
TXS2-00834,49.33,11.44,95,1,7.65
TXS2-00835,112.76,20.59,335,4,3.57
TXS2-00836,16.68,14.1,347,4,6.82
TXS2-00837,102.31,22.64,59,7,15.42
TXS2-00838,30.93,23.51,305,4,2.69
TXS2-00839,39.31,19.34,232,2,0.47
TXS2-00840,32.16,16.76,408,5,6.36
TXS2-00841,167.36,15.45,36,2,16.43
TXS2-00842,13.82,11.08,70,2,6.76
TXS2-00843,30.42,16.11,83,3,12.15
TXS2-00844,135.43,21.21,184,4,5.05
TXS2-00845,172.03,17.49,381,3,2.34
TXS2-00846,25.94,19.17,624,3,5.22
TXS2-00847,72.93,11.1,264,4,1.93
TXS2-00848,71.69,21.29,108,4,1.66
TXS2-00849,118.49,12.19,109,2,0.68
TXS2-00850,40.66,20.82,93,2,16.84
TXS2-00851,217.48,15.1,419,4,7.55
TXS2-00852,68.99,13.21,36,2,1.76
TXS2-00853,59.86,16.6,130,1,7.26
TXS2-00854,222.64,15.17,197,5,12.01
TXS2-00855,144.62,19.45,376,4,0.7
TXS2-00856,99.61,16.14,156,2,43.67
TXS2-00857,157.44,14.06,268,6,63.96
TXS2-00858,10.0,20.8,222,1,29.69
TXS2-00859,28.34,21.28,11,7,3.01
TXS2-00860,49.29,20.77,631,2,20.5
TXS2-00861,65.33,18.3,44,4,1.75
TXS2-00862,74.68,21.71,17,3,1.51
TXS2-00863,78.82,21.93,175,4,1.42
TXS2-00864,171.51,15.57,118,5,9.36
TXS2-00865,55.84,22.35,55,5,0.78
TXS2-00866,14.04,16.38,124,4,1.96
TXS2-00867,45.54,13.24,19,1,7.5
TXS2-00868,19.58,18.6,729,3,13.64
TXS2-00869,61.67,10.83,39,2,66.72
TXS2-00870,19.29,16.9,352,3,9.6
TXS2-00871,70.79,16.44,237,1,1.14
TXS2-00872,95.02,10.49,241,2,1.24
TXS2-00873,16.99,17.13,755,5,1.44
TXS2-00874,33.23,18.35,139,2,1.04
TXS2-00875,188.02,21.71,9,4,5.48
TXS2-00876,15.9,23.54,328,5,0.74
TXS2-00877,56.86,20.86,849,3,1.45
TXS2-00878,247.09,13.54,128,2,4.25
TXS2-00879,35.25,21.98,119,4,1.26
TXS2-00880,50.27,19.06,236,3,4.08
TXS2-00881,76.77,16.69,115,2,1.06
TXS2-00882,89.78,15.28,70,4,8.52
TXS2-00883,42.37,11.47,96,1,39.71
TXS2-00884,39.92,10.65,94,4,42.09
TXS2-00885,149.91,21.77,197,1,44.5
TXS2-00886,120.7,13.42,595,2,3.1
TXS2-00887,68.44,16.47,118,7,5.6
TXS2-00888,48.58,21.09,339,5,3.35
TXS2-00889,44.18,18.77,514,1,17.72
TXS2-00890,15.72,20.83,1,4,14.0
TXS2-00891,69.56,15.82,74,5,8.19
TXS2-00892,74.99,12.98,55,7,4.85
TXS2-00893,43.09,7.88,39,5,8.86
TXS2-00894,16.76,15.17,554,4,5.91
TXS2-00895,49.03,13.38,16,5,5.8
TXS2-00896,65.38,17.96,66,7,26.78
TXS2-00897,140.45,9.98,95,3,4.25
TXS2-00898,8.66,0.12,138,3,7.67
TXS2-00899,77.63,21.82,527,4,1.45
TXS2-00900,89.72,23.2,63,1,8.55
TXS2-00901,91.19,14.34,80,5,1.82
TXS2-00902,180.38,22.58,164,4,14.33
TXS2-00903,105.58,10.53,456,4,5.96
TXS2-00904,124.67,15.72,174,4,1.96
TXS2-00905,115.37,0.48,556,3,4.86
TXS2-00906,58.17,22.91,175,4,21.63
TXS2-00907,86.86,10.57,333,5,0.58
TXS2-00908,64.12,20.52,358,2,55.9
TXS2-00909,78.3,19.0,369,2,2.11
TXS2-00910,73.68,15.06,302,5,5.76
TXS2-00911,39.73,7.65,82,3,19.14
TXS2-00912,53.97,21.33,97,1,2.36
TXS2-00913,31.3,12.92,59,9,40.36
TXS2-00914,38.89,14.05,394,4,0.82
TXS2-00915,402.04,20.1,556,4,1.88
TXS2-00916,7.95,14.14,178,4,0.96
TXS2-00917,67.78,21.95,169,3,9.94
TXS2-00918,50.02,22.53,196,1,0.98
TXS2-00919,41.04,18.48,156,5,3.91
TXS2-00920,30.02,12.54,83,3,4.17
TXS2-00921,33.09,20.91,289,2,0.72
TXS2-00922,122.65,10.84,592,3,3.5
TXS2-00923,112.86,17.48,189,7,38.57
TXS2-00924,44.91,15.85,714,2,9.64
TXS2-00925,117.53,22.44,560,3,1.07
TXS2-00926,34.77,14.29,24,5,6.48
TXS2-00927,21.71,21.78,213,3,0.35
TXS2-00928,24.72,16.32,290,4,6.8
TXS2-00929,387.55,13.31,339,4,1.13
TXS2-00930,40.8,20.72,68,3,6.26
TXS2-00931,96.47,17.93,275,2,5.95
TXS2-00932,20.84,20.54,24,5,3.2
TXS2-00933,18.08,12.39,643,7,3.5
TXS2-00934,25.93,19.65,514,2,31.99
TXS2-00935,43.19,19.65,40,3,8.98
TXS2-00936,13.49,19.83,244,1,22.99
TXS2-00937,159.19,8.82,84,5,13.16
TXS2-00938,15.01,6.93,341,1,2.0
TXS2-00939,55.68,11.78,121,1,2.93
TXS2-00940,13.12,17.51,182,4,3.86
TXS2-00941,81.77,14.59,27,3,38.93
TXS2-00942,40.78,14.38,12,5,5.18
TXS2-00943,53.24,20.94,218,3,11.53
TXS2-00944,63.64,18.9,343,3,65.53
TXS2-00945,48.35,10.57,250,7,3.54
TXS2-00946,54.62,19.05,304,4,9.16
TXS2-00947,255.5,9.69,19,3,12.77
TXS2-00948,95.21,8.55,169,1,3.98
TXS2-00949,148.02,16.31,588,2,6.2
TXS2-00950,95.03,10.91,61,3,24.88
TXS2-00951,86.25,14.74,7,4,4.06
TXS2-00952,65.93,21.6,189,5,1.67
TXS2-00953,52.71,22.02,825,5,8.73
TXS2-00954,185.06,20.82,272,3,34.47
TXS2-00955,113.19,20.87,471,2,1.39
TXS2-00956,39.23,12.72,135,2,63.74
TXS2-00957,123.16,13.43,78,6,34.64
TXS2-00958,80.37,12.69,42,2,1.07
TXS2-00959,115.15,18.86,310,2,3.16
TXS2-00960,36.73,20.55,16,3,16.27
TXS2-00961,26.63,21.8,242,5,2.31
TXS2-00962,85.44,15.65,241,4,14.14
TXS2-00963,26.13,14.64,251,4,6.36
TXS2-00964,34.11,11.67,20,2,0.96
TXS2-00965,154.13,21.41,20,3,42.32
TXS2-00966,22.13,11.6,367,2,4.57
TXS2-00967,42.56,11.58,206,3,18.59
TXS2-00968,63.96,23.33,516,4,0.76
TXS2-00969,24.75,10.47,116,2,8.37
TXS2-00970,59.4,11.85,544,5,35.64
TXS2-00971,55.23,13.84,367,3,15.45
TXS2-00972,94.12,19.45,172,1,1.44
TXS2-00973,23.37,20.67,5,1,31.59
TXS2-00974,23.22,10.67,50,5,19.18
TXS2-00975,54.09,12.23,21,7,0.25
TXS2-00976,31.9,12.34,70,2,2.66
TXS2-00977,85.47,20.94,195,4,2.97
TXS2-00978,69.74,13.82,642,4,0.64
TXS2-00979,16.16,22.37,1215,6,15.48
TXS2-00980,27.33,14.87,27,4,52.67
TXS2-00981,20.52,13.42,1189,2,0.93
TXS2-00982,118.37,6.69,589,1,2.35
TXS2-00983,24.88,9.19,223,2,85.12
TXS2-00984,177.58,15.78,266,4,17.1
TXS2-00985,25.14,12.94,189,2,10.27
TXS2-00986,26.75,20.26,52,4,1.92
TXS2-00987,6.47,13.67,93,7,16.4
TXS2-00988,30.78,21.93,34,4,2.45
TXS2-00989,29.2,19.56,724,6,9.38
TXS2-00990,133.61,18.88,651,4,7.91
TXS2-00991,79.56,13.97,418,6,3.99
TXS2-00992,58.3,20.91,27,2,8.19
TXS2-00993,85.56,8.55,288,2,2.76
TXS2-00994,140.09,22.07,433,6,47.2
TXS2-00995,93.33,19.31,99,2,18.28
TXS2-00996,60.05,16.63,274,4,7.52
TXS2-00997,52.64,13.59,184,3,4.75
TXS2-00998,25.28,13.57,831,4,2.3
TXS2-00999,74.46,20.27,112,4,7.23
TXS2-01000,22.88,13.22,380,5,1.97
TXS2-01001,87.55,13.74,116,2,73.2
TXS2-01002,299.58,11.49,44,4,9.67
TXS2-01003,66.48,18.47,31,1,2.5
TXS2-01004,53.98,21.42,115,4,27.28
TXS2-01005,32.81,20.13,251,4,7.8
TXS2-01006,25.59,15.43,293,6,23.69
TXS2-01007,53.03,22.36,130,4,11.27
TXS2-01008,83.76,13.59,89,4,6.81
TXS2-01009,146.65,20.85,275,3,4.81
TXS2-01010,37.3,11.76,46,4,3.26
TXS2-01011,50.53,20.98,1,2,3.29
TXS2-01012,37.29,11.45,156,6,3.52
TXS2-01013,105.72,23.53,133,4,7.63
TXS2-01014,54.05,12.52,447,5,97.49
TXS2-01015,121.79,19.68,247,2,71.45
TXS2-01016,273.14,21.69,212,6,3.13
TXS2-01017,59.77,12.39,245,4,9.14
TXS2-01018,34.48,18.97,333,5,64.01
TXS2-01019,55.6,15.76,85,3,4.85
TXS2-01020,110.55,21.49,6,3,2.68
TXS2-01021,269.91,10.02,37,5,31.79
TXS2-01022,55.74,14.06,74,2,6.11
TXS2-01023,113.04,8.44,263,6,28.14
TXS2-01024,195.04,10.47,1072,4,1.66
TXS2-01025,30.9,20.69,122,1,14.55
TXS2-01026,31.54,22.96,725,3,2.42
TXS2-01027,34.29,17.96,11,5,7.53
TXS2-01028,81.49,14.52,75,5,3.37
TXS2-01029,18.91,18.41,102,3,1.48
TXS2-01030,16.2,16.4,9,4,99.42
TXS2-01031,53.07,11.38,377,9,4.38
TXS2-01032,56.72,12.95,41,6,2.05
TXS2-01033,42.2,15.86,411,3,11.57
TXS2-01034,63.56,21.57,363,3,8.06
TXS2-01035,140.85,14.72,474,5,3.17
TXS2-01036,63.03,11.63,108,4,38.43
TXS2-01037,45.44,19.55,186,3,16.27
TXS2-01038,99.86,16.28,263,5,2.04
TXS2-01039,34.36,1.36,297,1,1.64
TXS2-01040,70.18,14.68,63,3,27.36
TXS2-01041,104.94,12.46,213,1,46.38
TXS2-01042,30.62,1.46,49,4,4.71
TXS2-01043,179.89,22.21,239,1,10.53
TXS2-01044,71.53,22.55,412,2,6.9
TXS2-01045,52.55,21.73,102,4,7.19
TXS2-01046,119.34,14.66,1,3,5.33
TXS2-01047,116.89,19.45,78,5,5.54
TXS2-01048,39.38,23.07,150,4,7.56
TXS2-01049,80.24,11.42,13,4,3.81
TXS2-01050,30.82,22.23,442,2,14.06
TXS2-01051,15.37,20.98,105,4,1.16
TXS2-01052,81.14,0.17,164,3,6.21
TXS2-01053,82.72,12.03,312,2,13.47
TXS2-01054,130.94,13.68,39,5,10.12
TXS2-01055,41.92,21.37,462,3,1.41
TXS2-01056,194.74,12.39,194,4,5.33
TXS2-01057,86.67,21.75,177,4,2.12
TXS2-01058,32.04,17.11,120,3,7.08
TXS2-01059,63.49,7.28,693,4,8.0
TXS2-01060,44.86,14.56,152,4,8.3
TXS2-01061,165.65,17.57,217,3,13.46
TXS2-01062,48.55,11.55,839,5,1.59
TXS2-01063,49.73,12.53,132,4,21.13
TXS2-01064,52.55,12.41,204,3,0.84
TXS2-01065,90.95,18.9,575,1,1.14
TXS2-01066,41.29,13.31,73,4,65.85
TXS2-01067,22.89,14.36,112,4,4.57
TXS2-01068,67.37,14.16,131,3,7.23
TXS2-01069,66.53,11.66,222,5,2.84
TXS2-01070,321.66,14.63,121,2,1.8
TXS2-01071,89.94,12.88,37,3,8.77
TXS2-01072,63.96,13.38,713,3,0.58
TXS2-01073,87.4,17.35,43,3,10.99
TXS2-01074,83.11,15.74,218,8,40.28
TXS2-01075,46.57,15.83,33,5,3.94
TXS2-01076,105.64,18.97,1139,4,64.17
TXS2-01077,95.11,11.18,385,5,19.56
TXS2-01078,35.26,15.98,103,4,1.74
TXS2-01079,51.94,17.39,13,4,6.75
TXS2-01080,246.44,16.28,9,3,3.44
TXS2-01081,100.7,11.82,1064,2,2.22
TXS2-01082,61.84,21.21,30,2,8.84
TXS2-01083,73.12,16.27,411,2,2.72
TXS2-01084,15.3,20.22,297,8,5.14
TXS2-01085,87.45,20.5,272,6,9.45
TXS2-01086,14.74,15.43,283,2,4.66
TXS2-01087,107.08,11.97,10,3,1.23
TXS2-01088,10.78,14.78,434,4,3.72
TXS2-01089,16.4,15.7,399,3,10.48
TXS2-01090,59.73,12.66,4,1,15.7
TXS2-01091,95.58,21.17,332,4,12.98
TXS2-01092,81.29,15.0,176,3,1.08
TXS2-01093,125.7,13.59,587,3,5.64
TXS2-01094,37.56,13.35,137,3,11.68
TXS2-01095,25.65,9.14,286,4,17.48
TXS2-01096,53.07,19.97,146,2,2.6
TXS2-01097,197.75,17.65,44,3,7.84
TXS2-01098,61.37,23.47,21,4,3.02
TXS2-01099,33.69,23.5,450,3,6.42
TXS2-01100,19.29,21.69,605,4,5.28
TXS2-01101,58.41,13.31,491,3,35.86
TXS2-01102,249.65,9.46,382,5,0.74
TXS2-01103,101.2,9.79,273,4,4.26
TXS2-01104,80.64,9.61,694,3,5.61
TXS2-01105,71.13,8.05,197,1,0.62
TXS2-01106,29.06,1.43,165,4,1.73
TXS2-01107,97.34,13.98,71,6,2.43
TXS2-01108,95.11,20.08,505,7,1.15
TXS2-01109,81.73,13.02,321,3,2.27
TXS2-01110,91.73,21.02,79,3,7.99
TXS2-01111,48.59,14.95,113,5,26.69
TXS2-01112,113.03,22.43,129,5,30.14
TXS2-01113,37.5,13.92,124,7,20.13
TXS2-01114,11.95,13.03,10,6,5.12
TXS2-01115,50.9,19.99,3,4,11.41
TXS2-01116,24.76,17.85,158,6,16.61
TXS2-01117,37.84,18.63,424,2,9.61
TXS2-01118,130.5,9.08,226,4,2.02
TXS2-01119,31.13,22.22,202,7,1.96
TXS2-01120,149.36,21.46,454,3,8.53
TXS2-01121,76.85,21.89,74,4,2.72
TXS2-01122,17.97,15.84,143,2,0.64
TXS2-01123,36.78,20.51,108,3,7.94
TXS2-01124,90.36,21.08,152,8,0.59
TXS2-01125,140.01,18.85,172,5,4.64
TXS2-01126,7.36,11.22,217,3,7.6
TXS2-01127,72.07,22.93,133,5,17.12
TXS2-01128,15.58,13.55,750,3,100.7
TXS2-01129,26.61,23.82,47,2,63.07
TXS2-01130,6.92,18.27,305,3,67.98
TXS2-01131,36.62,13.98,277,6,11.34
TXS2-01132,201.53,13.93,36,2,21.25
TXS2-01133,197.31,22.74,595,8,9.51
TXS2-01134,16.78,19.37,240,2,45.59
TXS2-01135,118.34,13.72,434,3,3.27
TXS2-01136,77.45,23.16,97,3,7.43
TXS2-01137,19.49,16.07,104,4,27.63
TXS2-01138,56.64,22.4,130,5,3.1
TXS2-01139,131.36,16.04,772,2,1.73
TXS2-01140,110.36,20.84,63,7,2.9
TXS2-01141,50.89,19.05,236,2,1.33
TXS2-01142,93.63,17.51,365,4,3.76
TXS2-01143,57.66,19.33,335,2,15.65
TXS2-01144,7.42,19.37,20,3,15.13
TXS2-01145,84.7,19.96,188,3,2.03
TXS2-01146,95.04,12.75,19,5,16.95
TXS2-01147,47.66,1.51,157,3,2.23
TXS2-01148,25.96,13.78,80,2,4.52
TXS2-01149,56.88,22.71,241,4,6.81
TXS2-01150,174.33,10.69,76,6,12.81
TXS2-01151,119.43,22.98,379,5,4.69
TXS2-01152,13.83,18.13,68,3,7.46
TXS2-01153,123.4,20.33,393,2,1.41
TXS2-01154,128.4,22.61,46,3,15.53
TXS2-01155,42.75,13.41,131,2,2.33
TXS2-01156,25.64,20.5,103,2,3.23
TXS2-01157,207.1,12.86,33,3,7.44
TXS2-01158,48.34,15.75,83,6,44.02
TXS2-01159,17.23,8.54,902,4,24.91
TXS2-01160,39.37,14.55,55,2,11.06
