transaction_id,montant_eur,heure,anciennete_client_j,nb_articles,distance_domicile_km
TXS3-00578,53.33,8.1,569,3,19.02
TXS3-00579,38.51,13.22,917,2,21.09
TXS3-00580,26.78,21.37,181,9,2.45
TXS3-00581,40.88,20.51,90,2,29.85
TXS3-00582,67.57,21.44,546,2,15.75
TXS3-00583,43.85,14.44,1085,2,1.75
TXS3-00584,80.72,14.3,201,1,0.69
TXS3-00585,15.14,17.73,906,2,5.53
TXS3-00586,21.12,16.57,892,2,4.65
TXS3-00587,27.07,19.95,1122,2,7.07
TXS3-00588,52.34,21.78,1225,4,1.55
TXS3-00589,31.15,23.82,453,2,7.93
TXS3-00590,32.1,15.03,1564,2,4.53
TXS3-00591,51.46,17.06,171,3,10.36
TXS3-00592,19.28,16.84,285,3,177.87
TXS3-00593,21.95,18.92,76,3,8.83
TXS3-00594,18.05,13.89,213,1,2.17
TXS3-00595,51.16,10.28,223,3,17.91
TXS3-00596,38.46,15.31,136,2,26.51
TXS3-00597,25.62,15.36,413,5,25.47
TXS3-00598,208.97,13.94,389,2,26.41
TXS3-00599,46.31,18.89,113,3,5.41
TXS3-00600,52.49,21.51,49,4,11.1
TXS3-00601,17.79,14.23,450,2,62.87
TXS3-00602,32.04,9.43,58,3,7.74
TXS3-00603,54.66,7.41,267,5,51.85
TXS3-00604,55.64,7.87,418,1,4.9
TXS3-00605,16.5,19.68,427,2,1.82
TXS3-00606,30.16,14.03,206,4,20.44
TXS3-00607,24.79,19.99,225,5,10.43
TXS3-00608,70.6,12.48,237,2,13.82
TXS3-00609,38.46,17.89,1286,3,13.49
TXS3-00610,8.27,21.39,218,1,7.51
TXS3-00611,13.01,12.56,2,2,8.42
TXS3-00612,35.9,10.32,5,1,1.79
TXS3-00613,17.84,13.19,965,3,0.87
TXS3-00614,108.2,10.45,47,4,13.03
TXS3-00615,63.49,19.48,170,1,9.54
TXS3-00616,14.82,12.24,674,2,4.65
TXS3-00617,35.74,18.57,268,3,1.07
TXS3-00618,44.18,17.6,322,1,1.24
TXS3-00619,59.43,16.7,688,2,2.83
TXS3-00620,16.16,10.02,950,2,4.93
TXS3-00621,59.18,11.77,38,3,4.18
TXS3-00622,46.37,17.3,195,3,127.06
TXS3-00623,26.58,18.48,165,5,3.32
TXS3-00624,31.87,12.26,231,3,3.41
TXS3-00625,49.85,12.7,145,3,1.64
TXS3-00626,18.95,11.28,454,2,1.41
TXS3-00627,51.53,11.62,458,2,3.97
TXS3-00628,65.66,22.56,188,4,0.38
TXS3-00629,31.87,0.78,80,2,15.77
TXS3-00630,26.74,14.03,100,3,10.81
TXS3-00631,29.92,14.62,25,5,8.65
TXS3-00632,78.73,11.54,251,4,9.64
TXS3-00633,110.5,15.53,29,3,6.2
TXS3-00634,17.86,23.86,629,3,11.95
TXS3-00635,39.36,19.48,21,3,5.64
TXS3-00636,49.54,14.96,24,1,15.16
TXS3-00637,73.12,10.14,277,3,2.2
TXS3-00638,31.29,10.6,76,3,2.45
TXS3-00639,30.22,19.93,57,5,10.35
TXS3-00640,40.72,13.46,1070,2,16.0
TXS3-00641,11.05,11.93,609,4,3.95
TXS3-00642,35.37,10.02,722,2,2.13
TXS3-00643,62.27,14.1,1,3,4.5
TXS3-00644,35.88,14.98,647,1,25.28
TXS3-00645,20.78,17.22,104,2,17.18
TXS3-00646,29.83,17.74,42,3,3.61
TXS3-00647,24.72,13.26,34,1,6.18
TXS3-00648,10.58,19.4,95,1,9.21
TXS3-00649,87.35,17.23,30,4,172.11
TXS3-00650,30.98,10.17,590,2,3.49
TXS3-00651,14.84,13.7,414,4,20.2
TXS3-00652,25.7,23.51,562,2,47.51
TXS3-00653,157.44,13.39,408,1,13.76
TXS3-00654,103.67,12.0,99,2,1.48
TXS3-00655,34.74,23.93,15,2,2.63
TXS3-00656,48.0,14.87,18,2,2.45
TXS3-00657,12.56,10.16,892,2,24.34
TXS3-00658,38.29,17.03,61,2,5.0
TXS3-00659,32.49,23.15,645,4,1.93
TXS3-00660,31.65,13.47,121,1,18.15
TXS3-00661,41.28,13.39,1528,3,1.93
TXS3-00662,34.22,11.99,71,1,3.13
TXS3-00663,21.42,11.15,187,3,2.87
TXS3-00664,34.45,14.99,417,1,5.73
TXS3-00665,18.84,14.26,561,1,12.76
TXS3-00666,62.15,12.65,785,5,0.84
TXS3-00667,32.96,11.61,451,1,8.48
TXS3-00668,37.07,17.54,229,7,1.79
TXS3-00669,133.46,19.57,566,2,21.31
TXS3-00670,46.89,13.89,49,1,30.33
TXS3-00671,21.38,18.95,37,4,18.18
TXS3-00672,70.52,16.98,199,4,1.53
TXS3-00673,84.4,13.54,71,3,5.45
TXS3-00674,65.54,12.09,282,2,2.18
TXS3-00675,111.59,14.0,957,2,14.61
TXS3-00676,6.25,6.63,851,3,4.41
TXS3-00677,29.24,12.51,650,2,3.18
TXS3-00678,25.86,15.04,1365,3,6.5
TXS3-00679,22.55,12.68,867,3,0.37
TXS3-00680,63.4,22.87,8,4,37.45
TXS3-00681,222.56,20.59,320,2,9.52
TXS3-00682,12.24,17.37,813,2,2.07
TXS3-00683,84.11,11.78,448,1,17.93
TXS3-00684,40.59,14.04,376,2,3.17
TXS3-00685,61.96,20.74,99,3,30.74
TXS3-00686,10.74,13.1,7,5,2.12
TXS3-00687,7.64,19.99,243,3,13.02
TXS3-00688,34.5,14.48,992,6,3.31
TXS3-00689,15.06,17.6,314,3,5.84
TXS3-00690,32.17,16.05,140,2,3.68
TXS3-00691,56.78,7.58,190,4,12.33
TXS3-00692,17.75,9.01,106,4,5.1
TXS3-00693,47.83,20.26,140,2,1.64
TXS3-00694,19.03,16.16,2011,3,1.72
TXS3-00695,60.29,19.21,789,4,4.25
TXS3-00696,21.33,20.28,305,3,1.47
TXS3-00697,6.43,18.03,408,5,4.64
TXS3-00698,25.99,17.39,169,1,2.38
TXS3-00699,57.02,14.93,17,4,3.6
TXS3-00700,51.47,19.17,1473,4,1.07
TXS3-00701,70.57,16.74,132,2,25.84
TXS3-00702,83.39,13.27,328,1,5.97
TXS3-00703,10.06,21.88,55,3,1.85
TXS3-00704,48.69,21.04,917,2,7.66
TXS3-00705,84.82,15.09,255,2,3.17
TXS3-00706,43.67,15.54,194,2,15.32
TXS3-00707,25.07,9.08,131,3,0.83
TXS3-00708,37.79,19.56,12,3,9.6
TXS3-00709,63.85,10.27,161,3,2.1
TXS3-00710,55.71,17.22,15,2,4.91
TXS3-00711,21.74,18.33,251,3,21.6
TXS3-00712,27.8,12.3,375,1,1.38
TXS3-00713,109.84,21.15,323,1,6.69
TXS3-00714,40.7,9.58,241,3,17.93
TXS3-00715,46.97,20.73,406,2,1.88
TXS3-00716,22.56,9.7,13,3,19.88
TXS3-00717,19.15,21.7,650,5,12.7
TXS3-00718,62.72,19.4,431,3,2.25
TXS3-00719,91.53,23.43,446,2,3.08
TXS3-00720,52.95,11.13,856,2,2.27
TXS3-00721,21.73,21.88,264,2,4.58
TXS3-00722,29.47,20.25,172,3,20.99
TXS3-00723,41.95,16.54,87,4,0.33
TXS3-00724,26.71,18.85,226,5,3.17
TXS3-00725,17.88,20.28,250,4,16.09
TXS3-00726,59.85,14.73,532,4,17.7
TXS3-00727,25.58,15.86,120,2,6.3
TXS3-00728,33.27,17.72,298,1,8.89
TXS3-00729,31.74,22.53,87,3,8.93
TXS3-00730,19.49,14.67,608,2,2.89
TXS3-00731,75.51,14.88,355,3,5.53
TXS3-00732,37.25,13.9,24,1,4.98
TXS3-00733,28.86,18.59,7,5,3.53
TXS3-00734,16.56,21.07,205,3,9.92
TXS3-00735,7.1,22.06,483,4,6.94
TXS3-00736,30.05,15.52,477,1,21.7
TXS3-00737,103.44,23.69,182,3,5.62
TXS3-00738,72.66,14.48,496,4,10.08
TXS3-00739,21.66,20.6,61,5,3.22
TXS3-00740,144.8,12.86,1132,4,18.11
TXS3-00741,46.45,15.09,427,1,13.62
TXS3-00742,146.79,17.68,812,3,26.04
TXS3-00743,61.39,11.81,120,2,24.93
TXS3-00744,36.11,20.68,1590,2,0.77
TXS3-00745,25.35,23.88,555,5,5.89
TXS3-00746,31.87,13.6,164,3,3.79
TXS3-00747,29.89,13.72,546,3,4.59
TXS3-00748,23.09,16.81,392,3,0.44
TXS3-00749,47.55,14.72,75,4,12.24
TXS3-00750,97.1,12.39,635,2,5.02
TXS3-00751,36.28,11.99,231,2,0.28
TXS3-00752,51.58,21.76,487,1,5.39
TXS3-00753,52.95,12.21,541,3,11.27
TXS3-00754,45.95,18.13,35,3,2.5
TXS3-00755,52.23,16.37,12,5,4.22
TXS3-00756,61.61,22.95,204,1,17.29
TXS3-00757,5.57,14.18,298,1,9.74
TXS3-00758,19.92,17.77,10,2,20.48
TXS3-00759,34.28,20.9,756,3,4.43
TXS3-00760,34.51,13.35,296,3,16.62
TXS3-00761,32.64,20.96,116,4,5.53
TXS3-00762,64.07,11.41,389,1,6.51
TXS3-00763,29.13,17.63,21,4,2.47
TXS3-00764,36.08,12.68,587,4,1.73
TXS3-00765,17.22,8.74,623,2,5.43
TXS3-00766,128.61,18.96,693,4,8.91
TXS3-00767,62.89,16.82,31,2,14.2
TXS3-00768,13.62,17.91,1154,1,9.29
TXS3-00769,30.44,15.55,172,3,36.18
TXS3-00770,57.68,15.37,561,1,2.06
TXS3-00771,25.41,22.26,238,3,3.4
TXS3-00772,19.33,20.65,364,2,4.5
TXS3-00773,36.86,20.72,61,1,2.83
TXS3-00774,21.86,13.81,440,3,2.22
TXS3-00775,17.4,13.23,28,3,4.82
TXS3-00776,62.8,23.26,271,2,3.33
TXS3-00777,18.61,12.77,121,4,4.08
TXS3-00778,21.85,14.52,384,5,6.28
TXS3-00779,51.88,19.17,1197,3,4.6
TXS3-00780,7.42,7.13,107,2,8.54
TXS3-00781,39.1,14.66,738,2,6.73
TXS3-00782,53.37,6.92,1070,2,15.76
TXS3-00783,95.25,23.57,306,2,8.85
TXS3-00784,27.22,14.65,20,1,0.64
TXS3-00785,141.41,11.73,150,3,0.83
TXS3-00786,154.66,18.77,678,2,5.43
TXS3-00787,48.7,12.04,45,3,11.01
TXS3-00788,24.71,17.85,455,3,1.12
TXS3-00789,66.31,0.38,38,4,18.88
TXS3-00790,84.08,10.51,35,2,1.31
TXS3-00791,20.26,16.24,299,2,22.31
TXS3-00792,67.27,13.16,617,2,2.01
TXS3-00793,32.57,17.97,362,4,1.72
TXS3-00794,22.83,22.39,907,2,3.1
TXS3-00795,99.29,13.37,1642,2,3.47
TXS3-00796,16.08,16.56,332,1,5.71
TXS3-00797,50.72,19.82,474,1,0.7
TXS3-00798,36.64,17.29,188,1,17.56
TXS3-00799,93.05,17.05,544,3,2.96
TXS3-00800,26.76,16.83,18,4,14.1
TXS3-00801,26.51,16.52,1133,3,2.57
TXS3-00802,62.58,23.23,59,1,2.22
TXS3-00803,41.49,7.42,386,3,9.35
TXS3-00804,16.09,12.63,1008,3,2.65
TXS3-00805,28.03,18.62,483,3,5.91
TXS3-00806,49.54,19.6,33,2,13.94
TXS3-00807,47.08,17.35,157,4,3.9
TXS3-00808,30.77,17.33,81,2,7.78
TXS3-00809,23.57,17.27,53,1,1.41
TXS3-00810,16.01,17.35,879,1,3.3
TXS3-00811,42.94,9.12,43,2,1.97
TXS3-00812,21.7,10.67,566,3,2.82
TXS3-00813,43.29,12.24,646,4,0.56
TXS3-00814,25.08,20.7,430,2,8.18
TXS3-00815,13.14,8.01,66,4,5.51
TXS3-00816,52.68,16.04,69,2,2.03
TXS3-00817,75.25,9.71,158,4,4.49
TXS3-00818,38.16,14.62,1068,3,17.86
TXS3-00819,71.62,6.57,1065,2,5.38
TXS3-00820,97.33,13.94,308,3,2.27
TXS3-00821,71.26,12.73,309,3,11.51
TXS3-00822,85.42,23.59,270,3,12.7
TXS3-00823,26.45,16.53,28,3,38.35
TXS3-00824,20.72,14.87,858,4,5.67
TXS3-00825,62.61,10.38,116,5,9.27
TXS3-00826,9.89,10.85,76,2,25.85
TXS3-00827,100.94,17.25,1119,1,0.88
TXS3-00828,35.16,13.36,355,2,6.85
TXS3-00829,18.35,16.98,378,1,2.28
TXS3-00830,38.24,7.9,649,2,7.79
TXS3-00831,16.1,17.19,1288,2,3.28
TXS3-00832,21.35,16.69,488,3,3.39
TXS3-00833,31.85,17.26,403,2,1.59
TXS3-00834,19.87,21.27,65,3,5.29
TXS3-00835,8.64,12.97,469,4,8.66
TXS3-00836,39.22,14.62,595,4,4.91
TXS3-00837,8.98,18.88,72,5,1.53
TXS3-00838,39.35,19.45,1277,2,7.09
TXS3-00839,91.08,20.61,425,2,2.55
TXS3-00840,101.21,20.77,2059,3,7.66
TXS3-00841,52.74,10.02,4,2,4.77
TXS3-00842,28.11,11.35,134,3,4.71
TXS3-00843,22.09,12.77,295,1,10.4
TXS3-00844,45.78,19.89,43,1,2.57
TXS3-00845,9.24,23.16,443,2,8.85
TXS3-00846,13.13,14.32,621,1,0.89
TXS3-00847,80.4,19.99,564,1,1.96
TXS3-00848,29.81,10.91,836,3,2.47
TXS3-00849,47.82,13.72,478,2,5.77
TXS3-00850,19.2,0.38,219,3,7.56
TXS3-00851,47.28,18.83,181,1,0.28
TXS3-00852,67.43,13.5,132,2,2.81
TXS3-00853,38.51,22.37,179,1,26.72
TXS3-00854,63.82,13.95,446,5,0.8
TXS3-00855,44.46,13.81,716,2,34.77
TXS3-00856,27.1,18.42,837,4,35.86
TXS3-00857,28.0,16.18,147,1,1.07
TXS3-00858,70.43,15.89,83,4,5.95
TXS3-00859,75.25,9.81,258,2,7.72
TXS3-00860,63.46,16.03,989,3,5.09
TXS3-00861,40.67,11.85,786,1,7.9
TXS3-00862,19.17,11.61,304,3,0.95
TXS3-00863,28.95,16.28,228,2,1.55
TXS3-00864,97.53,13.92,544,2,9.58
TXS3-00865,31.76,13.3,807,2,2.82
TXS3-00866,57.18,14.66,104,3,7.56
TXS3-00867,63.69,14.35,1437,3,42.11
TXS3-00868,15.58,14.67,741,1,1.09
TXS3-00869,33.7,16.28,155,2,9.03
TXS3-00870,22.72,13.97,223,1,5.35
TXS3-00871,62.75,20.91,128,2,7.46
TXS3-00872,23.95,6.62,1059,3,17.72
TXS3-00873,19.84,23.03,20,2,6.13
TXS3-00874,8.51,12.68,499,2,3.28
TXS3-00875,41.66,14.08,43,2,2.11
TXS3-00876,11.93,20.47,465,3,6.15
TXS3-00877,45.03,21.99,851,3,11.06
TXS3-00878,22.46,10.03,91,2,22.24
TXS3-00879,79.73,16.41,449,2,2.0
TXS3-00880,40.08,15.28,84,1,5.41
TXS3-00881,43.49,7.06,573,4,12.49
TXS3-00882,30.98,18.59,938,3,85.72
TXS3-00883,19.69,20.51,455,5,4.87
TXS3-00884,97.4,23.94,692,1,6.16
TXS3-00885,13.75,18.13,31,2,7.35
TXS3-00886,69.96,10.76,21,5,8.41
TXS3-00887,98.33,12.44,367,4,25.87
TXS3-00888,52.27,13.78,238,4,25.94
TXS3-00889,99.23,16.61,161,2,31.34
TXS3-00890,17.63,23.14,171,5,9.9
TXS3-00891,24.3,20.79,729,5,5.99
TXS3-00892,36.46,15.4,994,1,12.33
TXS3-00893,35.02,11.25,194,1,16.94
TXS3-00894,47.35,22.17,339,2,11.7
TXS3-00895,65.21,21.09,90,1,11.26
TXS3-00896,7.97,12.48,26,2,20.24
TXS3-00897,46.61,12.51,556,4,20.78
TXS3-00898,14.66,11.53,1539,4,3.17
TXS3-00899,39.4,10.28,206,2,39.59
TXS3-00900,38.67,10.74,472,4,1.51
TXS3-00901,50.89,21.07,1173,2,1.05
TXS3-00902,22.54,17.36,303,2,0.18
TXS3-00903,40.13,22.08,249,1,12.4
TXS3-00904,43.58,18.15,176,1,17.39
TXS3-00905,41.11,13.18,895,2,9.1
TXS3-00906,189.38,0.05,100,3,3.82
TXS3-00907,33.63,17.93,343,4,21.16
TXS3-00908,24.87,10.68,164,1,275.26
TXS3-00909,59.64,12.04,204,2,3.32
TXS3-00910,35.25,17.03,186,1,1.42
TXS3-00911,20.16,14.33,438,4,7.79
TXS3-00912,4.73,19.57,236,4,23.28
TXS3-00913,47.12,16.46,25,1,14.56
TXS3-00914,17.05,13.91,135,5,13.35
TXS3-00915,103.24,8.12,1356,2,8.92
TXS3-00916,46.12,11.07,110,5,11.77
TXS3-00917,60.48,13.68,180,2,3.38
TXS3-00918,62.0,12.94,413,4,2.62
TXS3-00919,61.23,18.77,897,2,1.39
TXS3-00920,48.27,19.35,766,4,4.49
TXS3-00921,19.13,17.75,189,3,21.69
TXS3-00922,44.35,20.77,1277,4,136.9
TXS3-00923,36.95,8.45,1016,3,12.62
TXS3-00924,21.83,16.25,699,3,2.48
TXS3-00925,27.38,20.65,358,3,9.9
TXS3-00926,50.93,19.3,631,2,16.43
TXS3-00927,21.81,23.37,14,2,12.69
TXS3-00928,52.3,17.85,324,1,1.19
TXS3-00929,64.08,14.41,72,2,9.5
TXS3-00930,67.92,11.6,42,1,38.16
TXS3-00931,32.94,11.96,222,7,3.61
TXS3-00932,15.44,13.8,468,2,3.91
TXS3-00933,23.44,18.07,10,4,6.08
TXS3-00934,8.03,11.12,125,1,27.19
TXS3-00935,20.01,12.97,885,4,2.16
TXS3-00936,22.45,19.95,183,1,2.96
TXS3-00937,38.48,17.92,216,2,3.54
TXS3-00938,46.48,23.75,276,3,21.58
TXS3-00939,17.7,7.64,139,5,4.33
TXS3-00940,34.9,22.79,163,4,1.99
TXS3-00941,11.82,14.04,481,1,1.56
TXS3-00942,35.18,20.97,32,4,4.99
TXS3-00943,29.04,16.51,511,4,5.47
TXS3-00944,16.42,13.23,416,2,0.61
TXS3-00945,33.69,20.08,480,4,16.87
TXS3-00946,12.77,7.13,84,2,0.47
TXS3-00947,39.23,17.72,276,2,3.0
TXS3-00948,94.58,21.29,284,2,1.78
TXS3-00949,107.33,19.82,320,3,2.97
TXS3-00950,27.38,9.27,89,3,1.08
TXS3-00951,97.26,11.64,471,2,7.12
TXS3-00952,34.45,19.53,172,4,2.2
TXS3-00953,45.58,14.4,619,3,0.96
TXS3-00954,33.28,18.19,682,3,1.29
TXS3-00955,20.84,12.04,536,3,4.57
TXS3-00956,13.79,15.87,221,3,17.36
TXS3-00957,77.56,17.61,240,3,19.5
TXS3-00958,18.22,9.07,94,2,7.62
TXS3-00959,25.66,12.98,39,3,79.8
TXS3-00960,75.56,13.15,173,2,5.74
TXS3-00961,20.57,14.52,105,1,2.16
TXS3-00962,31.13,16.56,662,2,6.29
TXS3-00963,46.85,19.34,339,6,9.82
TXS3-00964,100.17,12.84,36,1,36.42
TXS3-00965,28.74,9.72,461,2,6.25
TXS3-00966,47.72,19.12,271,2,1.8
TXS3-00967,164.93,10.16,249,4,14.15
TXS3-00968,31.42,19.55,466,1,9.02
TXS3-00969,98.72,12.21,290,2,4.6
TXS3-00970,85.48,9.34,14,2,7.67
TXS3-00971,13.4,12.9,777,1,11.82
TXS3-00972,21.78,14.72,591,2,10.93
TXS3-00973,27.39,15.87,1029,1,3.46
TXS3-00974,17.76,17.84,115,1,30.98
TXS3-00975,33.89,19.53,44,2,8.74
TXS3-00976,12.18,20.92,534,1,4.29
TXS3-00977,65.63,22.35,565,4,20.18
TXS3-00978,8.01,14.67,558,4,12.08
TXS3-00979,79.76,15.99,370,1,3.17
TXS3-00980,14.75,14.04,228,4,0.67
TXS3-00981,19.58,16.42,76,5,13.72
TXS3-00982,19.52,21.9,507,2,6.74
TXS3-00983,12.19,19.51,164,1,6.18
TXS3-00984,38.06,9.99,205,2,12.26
TXS3-00985,56.93,20.67,18,1,33.8
TXS3-00986,41.5,18.03,516,3,9.22
TXS3-00987,17.61,19.7,25,2,19.46
TXS3-00988,37.83,18.53,532,3,1.0
TXS3-00989,94.29,21.74,638,3,1.77
TXS3-00990,9.38,20.79,54,4,4.18
TXS3-00991,13.07,9.34,383,5,8.87
TXS3-00992,291.23,22.46,463,3,0.74
TXS3-00993,63.7,14.77,154,2,3.45
TXS3-00994,14.76,14.62,832,2,7.31
TXS3-00995,96.73,11.28,902,3,2.52
TXS3-00996,26.6,13.28,1066,3,5.16
TXS3-00997,47.14,9.53,475,1,15.86
TXS3-00998,55.73,10.24,581,3,23.99
TXS3-00999,24.82,23.77,154,4,56.72
TXS3-01000,7.75,15.59,254,4,2.53
TXS3-01001,97.32,15.37,98,3,2.26
TXS3-01002,80.23,14.7,561,1,5.59
TXS3-01003,34.46,18.44,846,1,2.32
TXS3-01004,44.41,16.93,154,3,1.19
TXS3-01005,7.15,14.68,19,1,0.5
TXS3-01006,32.2,18.35,846,4,0.36
TXS3-01007,50.7,12.97,98,3,8.03
TXS3-01008,44.42,15.81,252,4,14.31
TXS3-01009,28.51,14.64,60,2,35.96
TXS3-01010,25.3,14.26,165,1,6.51
TXS3-01011,12.34,22.61,125,2,5.64
TXS3-01012,28.0,16.47,1120,2,4.32
TXS3-01013,19.02,22.12,224,2,3.57
TXS3-01014,19.36,21.03,35,1,2.28
TXS3-01015,19.95,21.85,559,1,3.16
TXS3-01016,30.65,20.34,2075,2,32.36
TXS3-01017,18.32,16.77,87,2,8.14
TXS3-01018,94.08,13.73,1026,1,40.82
TXS3-01019,43.8,17.79,26,2,6.05
TXS3-01020,11.63,14.04,408,3,9.2
TXS3-01021,25.7,17.78,64,3,1.08
TXS3-01022,30.86,16.1,867,2,4.71
TXS3-01023,32.35,13.6,54,2,3.74
TXS3-01024,90.24,12.92,667,2,111.52
TXS3-01025,47.33,16.36,131,2,17.13
TXS3-01026,46.45,20.46,715,2,25.7
TXS3-01027,30.35,18.2,795,5,16.05
TXS3-01028,70.52,12.77,222,4,27.2
TXS3-01029,111.94,13.83,270,2,19.78
TXS3-01030,28.02,18.35,868,3,1.07
TXS3-01031,124.58,10.23,473,2,3.04
TXS3-01032,41.96,11.79,114,3,27.86
TXS3-01033,17.3,15.87,24,2,33.26
TXS3-01034,38.4,14.53,148,3,27.06
TXS3-01035,61.53,10.4,229,1,4.06
TXS3-01036,35.14,12.03,130,3,5.46
TXS3-01037,24.02,15.78,523,3,5.18
TXS3-01038,30.09,18.56,13,2,3.31
TXS3-01039,38.28,13.67,339,1,0.98
TXS3-01040,43.11,10.16,284,1,24.46
TXS3-01041,95.04,0.22,124,3,10.2
TXS3-01042,31.15,14.09,546,1,44.94
TXS3-01043,48.88,11.41,365,2,15.49
TXS3-01044,57.54,17.54,642,2,11.91
TXS3-01045,31.41,5.85,259,1,61.56
TXS3-01046,43.6,15.89,614,1,8.84
TXS3-01047,27.08,19.3,203,1,3.0
TXS3-01048,15.36,13.53,441,4,4.7
TXS3-01049,21.73,17.44,353,3,1.65
TXS3-01050,17.57,12.39,1049,2,11.94
TXS3-01051,46.77,15.61,524,4,44.9
TXS3-01052,19.33,20.15,642,4,2.04
TXS3-01053,64.9,21.4,311,3,2.35
TXS3-01054,73.17,13.51,205,3,11.79
TXS3-01055,44.29,19.86,226,4,11.45
TXS3-01056,69.4,12.05,1757,1,124.62
TXS3-01057,24.52,16.02,802,1,7.32
TXS3-01058,21.57,8.73,187,1,3.76
TXS3-01059,15.67,12.14,155,2,6.45
TXS3-01060,32.93,11.79,241,2,15.24
TXS3-01061,6.46,22.3,337,3,5.53
TXS3-01062,35.71,14.8,2120,3,19.8
TXS3-01063,26.29,5.46,139,2,1.92
TXS3-01064,52.74,15.55,355,3,6.08
TXS3-01065,99.49,19.11,590,3,3.52
TXS3-01066,31.32,9.32,283,2,0.9
TXS3-01067,38.8,10.42,1445,1,6.51
TXS3-01068,50.56,18.28,217,2,0.64
TXS3-01069,52.31,12.75,76,3,25.01
TXS3-01070,25.49,15.14,84,1,30.09
TXS3-01071,18.16,0.52,365,2,1.82
TXS3-01072,19.83,8.64,209,2,10.49
TXS3-01073,34.07,9.76,1234,4,6.67
TXS3-01074,52.62,20.84,464,3,22.6
TXS3-01075,32.02,15.66,8,3,3.94
TXS3-01076,120.53,10.15,133,2,5.49
TXS3-01077,33.19,14.76,372,2,37.01
TXS3-01078,50.43,20.49,2333,5,3.91
TXS3-01079,64.74,22.51,893,3,3.36
TXS3-01080,69.46,13.35,258,4,5.64
TXS3-01081,17.98,19.34,394,3,11.47
TXS3-01082,16.52,14.17,117,5,12.1
TXS3-01083,65.84,21.38,231,2,2.59
TXS3-01084,15.74,13.62,547,2,0.56
TXS3-01085,25.21,20.07,33,1,6.71
TXS3-01086,19.89,15.68,1946,4,4.05
TXS3-01087,83.45,17.32,223,3,21.82
TXS3-01088,37.39,20.57,282,3,2.52
TXS3-01089,63.3,15.75,17,4,16.2
TXS3-01090,79.13,1.19,609,2,14.25
TXS3-01091,102.34,10.04,329,4,1.13
TXS3-01092,14.34,18.24,36,1,8.11
TXS3-01093,52.78,17.71,120,1,7.11
TXS3-01094,38.31,15.02,3,3,22.33
TXS3-01095,48.91,14.97,104,2,2.61
TXS3-01096,58.1,18.79,13,2,11.35
TXS3-01097,62.8,20.32,251,1,2.66
TXS3-01098,65.98,22.86,63,1,16.61
TXS3-01099,24.38,14.58,404,1,1.73
TXS3-01100,14.65,15.76,164,2,71.25
TXS3-01101,55.18,17.22,68,2,6.33
TXS3-01102,10.63,19.5,361,5,7.73
TXS3-01103,47.82,18.04,180,4,123.82
TXS3-01104,33.82,22.33,26,4,6.48
TXS3-01105,40.37,16.65,673,4,12.57
TXS3-01106,49.55,15.7,72,3,14.49
TXS3-01107,44.67,12.68,300,4,4.98
TXS3-01108,16.29,22.04,150,3,10.48
TXS3-01109,54.43,11.04,355,5,0.54
TXS3-01110,49.24,18.79,244,3,11.8
TXS3-01111,79.09,13.55,428,4,6.35
TXS3-01112,314.71,14.84,300,2,13.85
TXS3-01113,33.42,19.98,356,3,1.92
TXS3-01114,35.96,8.69,493,2,2.98
TXS3-01115,70.22,11.25,1050,2,27.16
TXS3-01116,46.94,12.15,115,4,70.68
TXS3-01117,58.34,12.73,36,1,1.25
TXS3-01118,20.56,18.74,626,4,3.35
TXS3-01119,36.49,16.87,815,6,7.17
TXS3-01120,93.36,15.86,101,3,3.03
TXS3-01121,53.62,12.32,52,4,39.11
TXS3-01122,21.73,13.78,946,4,8.27
TXS3-01123,118.02,19.55,1253,2,8.64
TXS3-01124,8.0,18.26,47,2,1.32
TXS3-01125,91.06,14.24,1507,1,9.94
TXS3-01126,10.88,23.97,103,2,11.94
TXS3-01127,58.03,12.83,598,2,7.11
TXS3-01128,27.7,19.55,111,3,12.88
TXS3-01129,28.42,10.83,8,4,6.7
TXS3-01130,95.99,20.49,201,3,7.55
TXS3-01131,14.14,12.37,192,1,6.67
TXS3-01132,31.88,15.38,472,2,3.03
TXS3-01133,22.42,11.55,1733,3,16.22
TXS3-01134,10.08,11.37,459,4,3.0
TXS3-01135,62.43,19.35,238,1,4.06
TXS3-01136,65.44,7.98,1483,2,1.5
TXS3-01137,63.68,22.28,466,2,12.11
TXS3-01138,96.07,14.85,63,3,9.67
TXS3-01139,32.51,19.79,1048,1,7.84
TXS3-01140,7.26,15.72,121,2,17.16
TXS3-01141,106.14,11.32,47,2,8.73
TXS3-01142,80.67,18.86,332,3,5.39
TXS3-01143,42.02,17.63,600,2,10.06
TXS3-01144,27.54,15.35,31,4,1.65
TXS3-01145,63.18,20.63,277,2,1.53
TXS3-01146,27.26,15.49,578,1,2.99
TXS3-01147,74.84,17.19,233,1,10.49
TXS3-01148,60.73,15.53,221,3,8.22
TXS3-01149,9.18,20.64,436,4,12.56
TXS3-01150,8.09,13.74,39,2,33.44
TXS3-01151,25.2,19.77,1632,2,6.58
TXS3-01152,38.61,17.15,772,5,3.36
TXS3-01153,60.84,13.82,126,3,31.4
TXS3-01154,67.14,10.0,97,2,4.2
TXS3-01155,35.86,20.6,958,2,9.98
TXS3-01156,19.02,13.98,544,4,3.81
