transaction_id,montant_eur,heure,anciennete_client_j,nb_articles,distance_domicile_km
TXS1-00579,46.42,16.21,230,2,1.69
TXS1-00580,34.6,18.31,394,4,21.45
TXS1-00581,9.79,12.62,171,5,3.92
TXS1-00582,29.78,11.72,47,1,5.7
TXS1-00583,108.23,6.82,548,2,1.59
TXS1-00584,135.22,12.24,146,4,7.19
TXS1-00585,37.07,11.04,1791,3,11.1
TXS1-00586,76.25,17.48,199,5,16.81
TXS1-00587,7.05,19.21,745,1,9.19
TXS1-00588,49.63,22.99,138,2,52.86
TXS1-00589,37.45,11.38,38,3,2.57
TXS1-00590,14.33,16.61,268,2,7.4
TXS1-00591,63.22,14.05,354,2,70.25
TXS1-00592,15.09,17.97,58,2,6.73
TXS1-00593,65.49,9.38,516,3,7.64
TXS1-00594,89.26,7.8,781,2,18.28
TXS1-00595,52.95,12.66,405,3,9.69
TXS1-00596,34.64,14.37,603,1,27.14
TXS1-00597,53.32,14.3,505,2,5.35
TXS1-00598,23.14,20.95,403,3,5.64
TXS1-00599,12.64,21.1,111,2,12.81
TXS1-00600,57.57,13.95,265,2,1.34
TXS1-00601,110.89,21.16,65,2,5.08
TXS1-00602,42.36,14.72,1636,5,3.53
TXS1-00603,16.08,11.36,92,1,5.62
TXS1-00604,44.61,15.54,90,2,5.13
TXS1-00605,37.02,18.56,1,3,1.35
TXS1-00606,22.31,11.9,898,2,12.07
TXS1-00607,51.83,9.54,268,1,10.8
TXS1-00608,26.65,23.59,1275,2,9.45
TXS1-00609,28.38,17.91,54,2,3.13
TXS1-00610,23.68,14.78,173,3,3.49
TXS1-00611,63.58,19.5,358,1,5.18
TXS1-00612,61.69,18.7,177,4,6.31
TXS1-00613,71.55,13.29,940,2,16.66
TXS1-00614,22.05,17.8,1040,3,1.08
TXS1-00615,18.38,19.79,594,4,17.18
TXS1-00616,48.04,22.03,142,3,14.69
TXS1-00617,13.12,22.75,450,1,3.88
TXS1-00618,33.82,15.14,1480,5,1.16
TXS1-00619,8.91,20.21,129,4,4.09
TXS1-00620,50.83,14.2,217,3,18.14
TXS1-00621,20.43,10.62,755,2,17.32
TXS1-00622,61.48,16.74,224,1,2.81
TXS1-00623,70.55,8.86,456,1,8.33
TXS1-00624,13.68,18.73,62,2,2.98
TXS1-00625,43.8,16.9,8,5,14.77
TXS1-00626,11.37,19.81,89,1,1.68
TXS1-00627,20.41,7.94,217,6,15.3
TXS1-00628,15.49,9.49,515,1,10.96
TXS1-00629,47.66,22.65,828,2,7.56
TXS1-00630,18.21,18.3,4,2,3.25
TXS1-00631,7.72,7.84,26,4,12.01
TXS1-00632,29.56,8.64,344,1,2.24
TXS1-00633,18.64,14.72,327,3,3.33
TXS1-00634,32.18,11.8,752,1,32.83
TXS1-00635,81.62,9.36,231,4,13.83
TXS1-00636,29.98,15.91,536,4,17.64
TXS1-00637,17.46,8.87,382,2,15.92
TXS1-00638,25.61,13.42,900,1,7.5
TXS1-00639,58.75,13.72,260,2,32.8
TXS1-00640,112.2,21.28,92,2,8.9
TXS1-00641,40.93,22.18,1026,6,0.87
TXS1-00642,18.53,22.05,573,4,8.56
TXS1-00643,26.4,19.58,223,1,8.27
TXS1-00644,30.46,16.78,527,3,25.51
TXS1-00645,42.83,22.21,16,2,0.21
TXS1-00646,25.91,18.05,297,2,17.34
TXS1-00647,12.18,14.44,1711,3,25.92
TXS1-00648,85.29,16.54,1951,3,16.79
TXS1-00649,37.4,12.86,507,4,5.87
TXS1-00650,63.27,15.19,1171,2,7.21
TXS1-00651,65.23,15.25,689,2,0.46
TXS1-00652,14.25,17.49,254,2,1.86
TXS1-00653,86.67,18.49,19,1,73.18
TXS1-00654,31.56,12.36,145,2,3.14
TXS1-00655,103.61,0.13,571,2,1.32
TXS1-00656,35.15,17.55,497,2,17.37
TXS1-00657,16.54,7.26,177,4,5.18
TXS1-00658,30.44,15.54,631,3,5.0
TXS1-00659,67.4,11.14,226,4,5.9
TXS1-00660,73.04,20.81,402,1,1.59
TXS1-00661,17.67,16.02,435,4,4.58
TXS1-00662,9.4,22.69,1797,3,6.57
TXS1-00663,17.37,11.56,140,3,28.8
TXS1-00664,20.17,19.58,1393,1,22.63
TXS1-00665,16.86,14.57,68,3,4.57
TXS1-00666,4.77,14.51,282,1,31.93
TXS1-00667,13.68,11.87,128,2,18.34
TXS1-00668,99.93,17.74,560,2,8.92
TXS1-00669,87.39,18.18,87,4,11.83
TXS1-00670,44.8,10.67,334,2,3.58
TXS1-00671,9.73,10.77,828,4,3.68
TXS1-00672,17.6,18.23,34,4,3.39
TXS1-00673,32.06,17.93,439,2,1.55
TXS1-00674,25.74,18.68,548,3,11.28
TXS1-00675,109.84,10.73,1164,3,0.94
TXS1-00676,32.2,20.14,98,3,3.74
TXS1-00677,22.97,16.38,113,4,1.55
TXS1-00678,65.62,19.97,27,4,12.27
TXS1-00679,23.15,21.31,1006,1,16.87
TXS1-00680,25.04,17.65,272,3,3.64
TXS1-00681,28.3,19.09,238,5,8.84
TXS1-00682,30.64,22.4,1035,4,2.58
TXS1-00683,29.94,12.87,429,3,20.1
TXS1-00684,33.46,13.39,1,1,6.54
TXS1-00685,28.88,13.8,468,3,10.34
TXS1-00686,13.27,17.65,593,4,1.54
TXS1-00687,20.19,21.84,6,3,10.35
TXS1-00688,68.61,14.79,588,2,4.75
TXS1-00689,21.61,17.77,238,2,4.6
TXS1-00690,63.03,17.38,235,3,12.49
TXS1-00691,32.9,14.67,306,1,8.55
TXS1-00692,120.32,13.67,178,2,23.24
TXS1-00693,41.26,13.73,170,3,10.89
TXS1-00694,54.01,20.03,347,2,14.82
TXS1-00695,19.99,20.21,767,3,4.54
TXS1-00696,83.56,15.07,142,6,3.69
TXS1-00697,113.08,11.74,359,2,4.21
TXS1-00698,20.24,6.16,25,4,1.84
TXS1-00699,17.03,21.89,191,3,11.89
TXS1-00700,23.93,23.46,227,4,3.33
TXS1-00701,13.41,17.62,283,4,6.57
TXS1-00702,68.52,11.31,181,3,3.01
TXS1-00703,278.81,13.11,14,1,34.04
TXS1-00704,28.72,14.58,547,1,5.2
TXS1-00705,144.78,10.27,210,2,31.98
TXS1-00706,95.89,12.51,185,2,8.99
TXS1-00707,19.11,13.13,328,4,10.01
TXS1-00708,35.42,11.92,589,2,4.66
TXS1-00709,8.71,13.12,465,3,1.58
TXS1-00710,21.55,20.52,94,5,9.15
TXS1-00711,60.07,16.12,322,5,7.57
TXS1-00712,42.69,8.13,304,1,1.13
TXS1-00713,42.09,14.21,337,3,1.68
TXS1-00714,77.23,14.89,7,3,21.34
TXS1-00715,16.31,18.5,182,1,7.13
TXS1-00716,26.63,11.1,406,5,4.64
TXS1-00717,32.1,13.36,874,3,201.18
TXS1-00718,10.26,18.23,235,2,4.84
TXS1-00719,89.92,17.22,615,4,29.13
TXS1-00720,18.36,13.35,1921,5,7.06
TXS1-00721,89.62,17.62,39,1,2.78
TXS1-00722,28.75,21.05,316,2,2.69
TXS1-00723,99.74,18.94,217,1,10.8
TXS1-00724,23.47,20.73,62,2,4.04
TXS1-00725,26.83,15.9,494,3,30.57
TXS1-00726,116.31,8.64,410,3,1.13
TXS1-00727,21.94,0.46,229,1,8.76
TXS1-00728,45.74,12.38,542,5,11.17
TXS1-00729,87.29,0.67,763,4,2.41
TXS1-00730,45.32,19.01,611,3,4.56
TXS1-00731,22.8,19.51,46,2,44.11
TXS1-00732,64.67,16.08,130,4,3.92
TXS1-00733,33.8,15.63,494,1,4.9
TXS1-00734,13.22,13.18,317,1,1.42
TXS1-00735,68.11,10.07,1740,3,11.02
TXS1-00736,91.25,14.86,11,6,19.69
TXS1-00737,30.71,9.83,341,1,10.26
TXS1-00738,59.92,23.85,30,2,3.04
TXS1-00739,64.56,17.26,498,4,1.73
TXS1-00740,12.56,17.48,263,3,8.11
TXS1-00741,86.23,21.04,302,4,8.55
TXS1-00742,57.68,13.44,611,1,1.57
TXS1-00743,32.34,21.05,12,2,45.38
TXS1-00744,29.24,14.18,117,2,3.55
TXS1-00745,51.85,4.61,87,1,26.61
TXS1-00746,14.7,15.08,480,2,17.31
TXS1-00747,10.05,16.94,125,1,9.48
TXS1-00748,29.06,12.49,344,2,1.52
TXS1-00749,19.45,19.07,68,2,0.97
TXS1-00750,34.83,14.51,127,2,0.61
TXS1-00751,47.99,10.88,20,1,4.4
TXS1-00752,19.93,19.47,549,3,4.35
TXS1-00753,21.36,12.99,35,4,4.84
TXS1-00754,47.4,13.35,855,1,13.2
TXS1-00755,21.52,16.89,659,1,2.36
TXS1-00756,20.14,9.07,1851,1,1.22
TXS1-00757,16.12,12.85,671,2,1.38
TXS1-00758,19.89,14.67,138,2,1.3
TXS1-00759,59.65,21.73,986,4,1.01
TXS1-00760,81.11,23.67,559,1,8.8
TXS1-00761,25.06,15.48,544,3,5.56
TXS1-00762,34.92,17.73,157,1,2.95
TXS1-00763,10.53,11.27,11,3,4.0
TXS1-00764,30.18,19.96,236,3,3.02
TXS1-00765,41.7,19.49,1280,2,6.09
TXS1-00766,52.48,18.89,10,1,28.93
TXS1-00767,7.21,10.58,165,1,6.49
TXS1-00768,36.67,21.4,383,2,15.11
TXS1-00769,13.64,18.58,413,3,1.16
TXS1-00770,80.36,23.27,144,4,4.49
TXS1-00771,69.47,18.17,545,3,11.79
TXS1-00772,12.47,13.7,930,2,2.93
TXS1-00773,48.13,21.63,98,2,2.17
TXS1-00774,21.77,22.19,310,2,3.93
TXS1-00775,23.02,18.14,225,3,2.45
TXS1-00776,57.89,17.98,1063,4,1.39
TXS1-00777,22.8,21.51,142,2,2.59
TXS1-00778,22.25,22.44,418,3,25.74
TXS1-00779,78.85,15.28,524,1,0.33
TXS1-00780,53.85,15.36,1072,1,1.84
TXS1-00781,11.11,15.04,1189,2,3.37
TXS1-00782,50.33,10.53,659,3,2.94
TXS1-00783,43.03,10.14,214,4,7.58
TXS1-00784,54.32,13.1,16,3,1.36
TXS1-00785,7.47,13.27,38,2,6.41
TXS1-00786,14.36,1.66,386,3,5.36
TXS1-00787,8.39,22.99,813,1,2.41
TXS1-00788,41.28,18.61,330,4,3.49
TXS1-00789,17.94,22.8,30,2,14.37
TXS1-00790,56.26,18.65,102,1,2.71
TXS1-00791,11.6,12.42,645,2,3.36
TXS1-00792,6.73,9.36,1070,2,0.76
TXS1-00793,36.17,12.44,1299,1,1.17
TXS1-00794,16.58,19.53,678,3,2.52
TXS1-00795,26.27,11.26,164,4,2.24
TXS1-00796,88.35,22.78,261,4,2.61
TXS1-00797,14.75,22.14,507,4,34.95
TXS1-00798,26.97,10.94,53,1,5.43
TXS1-00799,27.11,7.98,309,1,6.54
TXS1-00800,15.58,16.92,803,4,4.75
TXS1-00801,29.73,8.5,287,2,6.9
TXS1-00802,34.23,10.59,139,5,6.7
TXS1-00803,9.7,14.24,699,3,18.33
TXS1-00804,6.04,17.35,78,2,6.58
TXS1-00805,36.8,14.19,1285,2,11.51
TXS1-00806,40.79,14.47,930,3,10.91
TXS1-00807,66.73,19.11,64,4,5.83
TXS1-00808,68.07,16.9,392,1,18.86
TXS1-00809,38.98,19.41,167,1,10.93
TXS1-00810,25.89,14.3,348,2,20.27
TXS1-00811,35.42,12.22,207,3,11.52
TXS1-00812,141.94,22.62,70,1,28.33
TXS1-00813,22.98,14.37,154,3,4.84
TXS1-00814,60.61,19.84,969,3,0.68
TXS1-00815,68.46,16.99,357,3,0.5
TXS1-00816,76.69,17.68,71,2,17.96
TXS1-00817,62.97,16.21,910,3,9.07
TXS1-00818,41.93,19.65,341,1,21.77
TXS1-00819,12.66,20.55,1494,1,4.45
TXS1-00820,16.96,10.36,299,2,4.66
TXS1-00821,27.61,13.9,210,4,2.94
TXS1-00822,43.54,14.92,442,2,1.28
TXS1-00823,38.67,9.22,551,3,9.66
TXS1-00824,83.85,17.67,1187,2,3.89
TXS1-00825,15.05,19.37,77,4,8.56
TXS1-00826,15.11,21.19,14,6,5.56
TXS1-00827,75.94,19.65,149,5,1.35
TXS1-00828,31.98,9.74,109,3,11.59
TXS1-00829,31.92,9.91,32,3,2.57
TXS1-00830,35.38,11.64,344,2,5.57
TXS1-00831,66.3,16.86,14,3,1.27
TXS1-00832,63.9,13.25,220,1,3.14
TXS1-00833,56.16,20.5,750,2,5.47
TXS1-00834,205.28,16.93,1217,4,11.51
TXS1-00835,65.85,13.63,30,2,0.69
TXS1-00836,24.02,17.02,986,1,1.25
TXS1-00837,39.68,11.44,801,2,1.81
TXS1-00838,135.01,16.52,233,2,8.05
TXS1-00839,15.41,17.42,93,1,94.56
TXS1-00840,64.08,11.82,237,1,1.69
TXS1-00841,21.38,15.6,321,1,3.1
TXS1-00842,13.28,2.07,41,4,24.0
TXS1-00843,19.95,19.99,83,1,5.5
TXS1-00844,30.73,15.15,343,2,5.35
TXS1-00845,83.25,15.76,165,7,17.9
TXS1-00846,21.37,12.84,485,5,6.56
TXS1-00847,105.4,11.6,2,1,4.02
TXS1-00848,32.17,0.92,161,3,2.73
TXS1-00849,81.2,9.02,1117,2,2.35
TXS1-00850,35.82,10.19,186,3,10.45
TXS1-00851,18.37,14.78,592,2,54.59
TXS1-00852,113.42,11.62,12,2,3.38
TXS1-00853,20.88,11.57,722,5,3.73
TXS1-00854,33.68,17.26,535,3,7.68
TXS1-00855,112.64,12.7,101,5,2.13
TXS1-00856,8.21,15.58,269,3,2.1
TXS1-00857,14.38,20.18,72,4,5.15
TXS1-00858,68.88,18.7,156,2,8.37
TXS1-00859,19.96,10.82,1325,3,0.29
TXS1-00860,30.53,17.52,24,2,5.32
TXS1-00861,57.01,19.17,366,1,11.95
TXS1-00862,6.46,13.4,437,4,0.99
TXS1-00863,258.47,18.91,21,2,10.98
TXS1-00864,44.13,14.69,33,3,6.83
TXS1-00865,9.26,6.96,814,6,77.98
TXS1-00866,89.48,16.43,96,2,9.14
TXS1-00867,20.43,14.03,1181,1,12.75
TXS1-00868,129.73,13.11,192,6,7.49
TXS1-00869,122.29,19.77,89,3,1.97
TXS1-00870,25.31,16.57,466,2,5.72
TXS1-00871,20.65,12.9,656,2,6.89
TXS1-00872,11.44,11.97,227,1,16.14
TXS1-00873,72.08,10.6,227,2,1.77
TXS1-00874,16.8,12.49,359,3,2.69
TXS1-00875,36.71,17.37,515,2,31.34
TXS1-00876,32.69,18.46,548,2,10.74
TXS1-00877,40.96,9.88,209,1,10.27
TXS1-00878,20.05,21.75,329,3,2.76
TXS1-00879,37.78,15.82,101,3,2.91
TXS1-00880,19.89,19.21,264,3,7.67
TXS1-00881,38.75,20.51,437,1,21.3
TXS1-00882,31.78,20.34,228,3,28.36
TXS1-00883,39.76,10.68,103,2,1.09
TXS1-00884,66.66,19.3,1892,2,23.41
TXS1-00885,22.5,13.53,1,5,9.59
TXS1-00886,46.45,11.82,207,3,1.17
TXS1-00887,92.83,12.6,332,5,14.24
TXS1-00888,32.75,13.88,343,4,5.18
TXS1-00889,59.86,17.35,1259,1,16.54
TXS1-00890,131.15,15.25,60,1,5.21
TXS1-00891,38.49,19.24,345,1,2.81
TXS1-00892,51.99,18.3,534,2,4.82
TXS1-00893,42.15,17.12,838,2,9.52
TXS1-00894,126.9,10.46,180,3,18.81
TXS1-00895,12.87,17.48,800,1,18.87
TXS1-00896,30.08,15.33,429,4,32.73
TXS1-00897,28.12,16.35,11,3,0.37
TXS1-00898,27.71,18.65,276,2,5.72
TXS1-00899,36.3,20.67,507,5,3.64
TXS1-00900,49.0,12.2,87,2,5.71
TXS1-00901,27.28,23.05,453,5,12.44
TXS1-00902,19.37,21.31,817,4,2.03
TXS1-00903,17.0,11.9,29,2,8.7
TXS1-00904,99.21,13.72,1303,5,0.81
TXS1-00905,37.77,11.8,230,1,18.3
TXS1-00906,49.59,22.56,1490,4,4.87
TXS1-00907,75.44,20.24,155,3,29.27
TXS1-00908,50.51,21.91,188,3,6.36
TXS1-00909,34.4,10.45,290,1,86.88
TXS1-00910,41.05,1.11,1418,4,11.38
TXS1-00911,96.38,16.42,248,1,4.22
TXS1-00912,56.64,21.25,53,2,4.48
TXS1-00913,42.89,17.72,71,2,8.69
TXS1-00914,22.98,20.81,215,2,13.7
TXS1-00915,31.76,16.28,16,2,9.65
TXS1-00916,17.36,9.96,551,2,11.73
TXS1-00917,22.76,16.18,5,3,0.45
TXS1-00918,12.78,19.11,896,1,7.29
TXS1-00919,86.22,19.33,285,3,24.74
TXS1-00920,33.69,19.08,187,2,5.35
TXS1-00921,108.33,21.46,1248,1,0.89
TXS1-00922,20.89,14.19,924,2,1.95
TXS1-00923,21.43,14.89,942,2,16.37
TXS1-00924,42.76,15.97,125,4,28.12
TXS1-00925,31.41,14.76,396,3,19.38
TXS1-00926,20.32,17.08,41,4,16.3
TXS1-00927,31.98,17.42,99,3,1.08
TXS1-00928,29.89,20.9,139,4,0.63
TXS1-00929,51.86,20.17,444,2,3.22
TXS1-00930,56.05,15.36,383,2,4.53
TXS1-00931,38.51,17.58,3,4,7.35
TXS1-00932,30.07,20.56,123,1,1.4
TXS1-00933,101.11,16.08,161,3,5.6
TXS1-00934,25.25,14.8,252,2,5.66
TXS1-00935,12.13,20.23,469,4,27.7
TXS1-00936,69.74,15.66,135,5,32.63
TXS1-00937,47.4,0.4,481,1,8.18
TXS1-00938,40.21,19.73,244,1,8.17
TXS1-00939,17.19,11.05,74,2,0.75
TXS1-00940,55.44,20.88,395,3,4.2
TXS1-00941,94.3,9.3,616,2,4.64
TXS1-00942,78.76,19.65,169,1,76.29
TXS1-00943,124.14,22.78,19,5,30.29
TXS1-00944,33.93,14.8,189,1,13.86
TXS1-00945,28.11,14.75,265,5,1.08
TXS1-00946,25.82,17.51,1414,2,1.15
TXS1-00947,43.75,16.09,115,3,43.32
TXS1-00948,15.86,16.97,41,1,2.26
TXS1-00949,16.84,10.91,883,2,2.78
TXS1-00950,126.98,11.86,32,2,5.7
TXS1-00951,22.54,13.14,342,2,3.33
TXS1-00952,180.24,23.65,16,1,4.73
TXS1-00953,50.12,13.7,167,2,10.54
TXS1-00954,49.23,14.1,203,5,5.2
TXS1-00955,25.63,16.23,854,3,1.43
TXS1-00956,27.5,15.18,573,2,9.42
TXS1-00957,21.62,20.06,1055,2,12.71
TXS1-00958,36.17,11.25,374,2,0.88
TXS1-00959,19.8,16.3,1560,4,9.5
TXS1-00960,37.94,10.79,65,2,1.15
TXS1-00961,11.8,12.2,251,2,5.3
TXS1-00962,14.42,10.79,143,2,8.64
TXS1-00963,25.44,23.83,36,1,6.92
TXS1-00964,27.07,17.18,760,4,1.78
TXS1-00965,12.42,21.53,153,6,1.86
TXS1-00966,23.68,22.71,10,1,1.06
TXS1-00967,13.18,11.56,82,2,16.46
TXS1-00968,30.82,17.62,815,1,73.89
TXS1-00969,33.66,14.22,40,2,1.28
TXS1-00970,21.34,18.79,1121,2,1.43
TXS1-00971,20.8,23.03,20,4,4.28
TXS1-00972,15.11,17.53,715,2,36.57
TXS1-00973,38.85,11.56,205,2,2.23
TXS1-00974,21.82,17.76,738,2,55.13
TXS1-00975,26.3,13.52,536,2,21.18
TXS1-00976,57.23,13.0,395,4,1.18
TXS1-00977,50.19,13.87,9,3,22.93
TXS1-00978,58.66,13.34,382,3,6.12
TXS1-00979,89.5,2.67,370,3,5.66
TXS1-00980,21.06,14.43,510,2,3.58
TXS1-00981,26.46,10.39,1102,2,8.14
TXS1-00982,31.04,15.05,522,3,2.96
TXS1-00983,35.26,0.32,380,4,1.36
TXS1-00984,24.97,18.87,166,1,6.21
TXS1-00985,22.3,14.87,340,4,8.79
TXS1-00986,50.37,18.27,137,3,3.18
TXS1-00987,13.33,22.25,421,3,10.92
TXS1-00988,33.48,20.84,763,1,0.39
TXS1-00989,26.12,10.96,879,4,1.59
TXS1-00990,31.4,15.34,451,4,4.23
TXS1-00991,32.29,12.35,293,6,11.13
TXS1-00992,18.86,15.68,16,3,64.31
TXS1-00993,24.0,16.71,22,2,4.52
TXS1-00994,16.73,16.98,735,4,3.93
TXS1-00995,33.86,23.4,23,2,4.0
TXS1-00996,23.69,21.49,51,2,4.03
TXS1-00997,42.74,22.83,61,1,6.53
TXS1-00998,107.49,12.69,1118,1,7.08
TXS1-00999,9.57,21.87,222,3,4.35
TXS1-01000,72.85,16.92,40,3,2.07
TXS1-01001,69.68,14.62,810,5,9.08
TXS1-01002,13.28,20.27,59,4,4.25
TXS1-01003,84.96,21.5,408,2,4.45
TXS1-01004,47.07,15.45,152,2,8.01
TXS1-01005,35.1,17.49,245,2,6.31
TXS1-01006,27.71,10.89,282,2,3.32
TXS1-01007,68.29,14.13,250,4,5.13
TXS1-01008,283.12,11.68,50,2,6.14
TXS1-01009,54.83,20.82,257,2,3.13
TXS1-01010,33.24,19.07,619,4,13.83
TXS1-01011,30.31,9.29,474,1,24.51
TXS1-01012,72.97,23.03,903,4,3.48
TXS1-01013,19.43,17.45,26,3,0.98
TXS1-01014,57.44,15.72,546,2,2.86
TXS1-01015,58.21,17.8,499,2,23.1
TXS1-01016,29.67,10.05,511,2,4.01
TXS1-01017,46.92,11.91,848,5,4.65
TXS1-01018,49.14,15.73,120,2,3.03
TXS1-01019,34.98,18.13,111,4,5.02
TXS1-01020,17.84,11.92,227,2,5.21
TXS1-01021,44.4,9.75,937,2,5.39
TXS1-01022,21.87,23.63,516,4,11.83
TXS1-01023,55.86,21.48,295,2,11.41
TXS1-01024,83.16,21.71,226,1,15.0
TXS1-01025,74.64,21.81,867,3,32.61
TXS1-01026,58.08,18.67,622,3,17.25
TXS1-01027,30.55,16.8,735,3,1.49
TXS1-01028,26.33,12.49,408,1,0.66
TXS1-01029,11.39,12.54,1512,2,0.38
TXS1-01030,37.73,15.34,1082,2,1.66
TXS1-01031,49.74,12.1,657,3,4.59
TXS1-01032,6.0,15.47,290,4,2.24
TXS1-01033,41.9,16.85,387,2,8.88
TXS1-01034,60.44,9.16,1153,2,1.66
TXS1-01035,25.2,17.29,1842,1,11.62
TXS1-01036,21.59,22.79,654,4,28.37
TXS1-01037,26.95,16.35,915,1,13.25
TXS1-01038,17.47,18.48,14,2,6.24
TXS1-01039,21.46,17.8,35,1,15.98
TXS1-01040,35.72,17.93,894,6,0.88
TXS1-01041,6.38,14.92,84,3,1.4
TXS1-01042,79.83,11.08,992,2,22.76
TXS1-01043,40.72,16.02,176,1,56.55
TXS1-01044,40.16,12.12,268,4,3.19
TXS1-01045,36.29,12.01,72,3,8.44
TXS1-01046,52.26,19.22,293,2,19.73
TXS1-01047,52.06,12.19,204,2,7.65
TXS1-01048,24.47,7.24,517,2,19.39
TXS1-01049,22.29,9.42,167,1,9.33
TXS1-01050,33.74,16.61,197,1,11.51
TXS1-01051,28.49,13.03,289,3,32.85
TXS1-01052,11.35,16.09,154,2,4.75
TXS1-01053,21.8,22.84,112,1,17.49
TXS1-01054,11.54,12.43,232,2,20.06
TXS1-01055,27.5,22.7,883,2,3.62
TXS1-01056,13.21,14.06,583,3,10.08
TXS1-01057,54.86,10.15,272,1,42.11
TXS1-01058,26.19,17.81,23,2,8.8
TXS1-01059,54.62,22.84,177,6,0.81
TXS1-01060,46.75,12.55,1060,2,23.88
TXS1-01061,30.24,20.73,409,2,12.22
TXS1-01062,35.36,19.84,641,3,10.24
TXS1-01063,58.55,14.5,648,1,0.99
TXS1-01064,49.72,20.99,488,2,16.7
TXS1-01065,41.0,14.75,1072,7,14.42
TXS1-01066,27.39,12.57,30,2,25.57
TXS1-01067,27.01,16.0,700,3,5.12
TXS1-01068,7.91,16.48,113,4,2.76
TXS1-01069,9.19,16.94,1465,3,1.53
TXS1-01070,21.05,13.57,92,3,33.56
TXS1-01071,20.26,19.82,326,3,2.78
TXS1-01072,44.32,12.68,1262,4,1.46
TXS1-01073,100.67,5.69,466,1,2.38
TXS1-01074,103.95,19.18,36,1,15.77
TXS1-01075,20.12,13.69,287,1,14.96
TXS1-01076,24.44,17.34,2,5,7.73
TXS1-01077,111.76,13.88,321,6,10.42
TXS1-01078,142.71,21.34,206,5,3.8
TXS1-01079,145.33,15.73,456,2,33.98
TXS1-01080,53.4,18.06,271,3,2.12
TXS1-01081,131.35,16.39,1109,1,1.43
TXS1-01082,31.74,10.4,583,2,4.94
TXS1-01083,26.41,13.95,940,5,3.32
TXS1-01084,20.81,19.85,1472,8,9.39
TXS1-01085,37.45,17.94,269,1,29.12
TXS1-01086,46.31,17.0,777,2,21.87
TXS1-01087,34.6,14.99,30,2,6.87
TXS1-01088,10.3,16.05,549,3,7.2
TXS1-01089,38.48,17.42,648,1,2.0
TXS1-01090,52.01,14.86,126,3,11.43
TXS1-01091,65.04,13.32,645,2,3.34
TXS1-01092,51.96,15.87,193,4,2.17
TXS1-01093,59.87,13.19,745,1,8.75
TXS1-01094,46.04,17.13,221,3,26.47
TXS1-01095,70.73,12.21,25,2,10.29
TXS1-01096,65.84,14.99,707,4,3.99
TXS1-01097,80.0,20.79,90,4,10.24
TXS1-01098,9.88,22.76,95,7,0.77
TXS1-01099,56.12,13.73,1665,2,3.26
TXS1-01100,114.21,19.5,688,4,21.36
TXS1-01101,37.29,12.78,306,3,2.13
TXS1-01102,34.04,17.96,64,1,0.81
TXS1-01103,94.86,18.73,505,3,15.59
TXS1-01104,41.78,18.64,506,3,6.07
TXS1-01105,36.34,17.28,32,3,8.84
TXS1-01106,141.06,15.46,311,2,5.19
TXS1-01107,21.41,9.38,43,2,13.9
TXS1-01108,20.16,16.35,257,2,3.72
TXS1-01109,30.19,15.81,70,1,9.27
TXS1-01110,39.85,13.21,243,1,7.04
TXS1-01111,26.99,14.97,689,4,5.4
TXS1-01112,29.76,20.4,22,1,3.85
TXS1-01113,19.97,14.72,403,1,0.62
TXS1-01114,93.2,12.3,1460,2,1.86
TXS1-01115,96.28,10.04,176,2,20.76
TXS1-01116,41.17,9.83,846,1,2.91
TXS1-01117,201.44,21.49,362,2,5.01
TXS1-01118,16.48,14.27,137,1,13.35
TXS1-01119,90.88,20.46,1194,2,4.31
TXS1-01120,25.32,21.31,62,4,7.48
TXS1-01121,17.39,20.46,1014,2,8.88
TXS1-01122,19.92,15.55,203,3,1.97
TXS1-01123,29.91,23.63,206,2,4.36
TXS1-01124,70.4,12.62,24,2,0.46
TXS1-01125,22.42,16.15,492,3,5.46
TXS1-01126,43.43,11.66,1157,1,4.73
TXS1-01127,92.75,9.36,342,3,11.93
TXS1-01128,53.52,13.63,98,1,14.66
TXS1-01129,69.1,10.16,565,4,34.8
TXS1-01130,20.71,15.99,33,2,13.94
TXS1-01131,43.88,16.04,423,2,3.37
TXS1-01132,64.99,21.34,191,1,7.08
TXS1-01133,42.7,18.23,88,2,22.78
TXS1-01134,17.12,15.77,813,4,1.38
TXS1-01135,10.45,10.93,573,2,7.88
TXS1-01136,39.57,16.92,71,3,8.52
TXS1-01137,49.0,18.04,311,1,8.69
TXS1-01138,18.21,15.0,119,3,3.18
TXS1-01139,281.35,12.99,644,4,11.85
TXS1-01140,23.64,12.37,275,3,11.09
TXS1-01141,23.54,11.17,673,2,0.81
TXS1-01142,37.68,20.19,485,1,2.48
TXS1-01143,36.95,20.11,209,4,1.62
TXS1-01144,28.09,10.5,579,2,3.72
TXS1-01145,56.21,7.53,707,3,3.13
TXS1-01146,30.23,20.35,531,4,2.97
TXS1-01147,22.65,15.03,10,3,32.01
TXS1-01148,35.29,15.61,522,1,1.2
TXS1-01149,53.67,7.28,276,1,26.25
TXS1-01150,79.68,20.07,131,4,5.64
TXS1-01151,39.42,20.13,98,3,1.74
TXS1-01152,18.97,15.32,974,3,2.08
TXS1-01153,76.78,12.81,780,2,9.51
TXS1-01154,109.04,17.1,466,3,28.9
TXS1-01155,25.61,12.24,200,2,10.21
TXS1-01156,26.03,21.58,2068,2,22.94
TXS1-01157,62.67,16.8,112,2,8.69
