transaction_id,montant_eur,heure,anciennete_client_j,nb_articles,distance_domicile_km,fraude
TXREF-01746,19.93,12.43,208,4,0.24,0
TXREF-01747,22.98,18.96,349,1,2.27,0
TXREF-01748,43.64,10.11,530,2,43.0,0
TXREF-01749,24.43,14.42,340,2,16.52,0
TXREF-01750,66.21,19.73,903,1,5.46,0
TXREF-01751,19.93,18.54,577,4,10.23,0
TXREF-01752,22.29,21.82,66,2,1.39,0
TXREF-01753,21.7,17.34,558,2,34.1,0
TXREF-01754,23.17,12.58,233,2,7.03,0
TXREF-01755,76.82,13.03,455,4,6.27,0
TXREF-01756,54.75,18.31,88,2,6.9,0
TXREF-01757,119.24,9.61,9,2,6.25,0
TXREF-01758,178.16,12.71,70,1,5.76,0
TXREF-01759,16.57,17.61,70,2,28.29,1
TXREF-01760,36.62,22.4,161,4,9.76,0
TXREF-01761,14.93,13.09,5,4,3.29,0
TXREF-01762,19.89,13.15,537,2,4.95,0
TXREF-01763,22.12,14.37,227,3,23.15,0
TXREF-01764,16.26,20.3,603,2,26.8,0
TXREF-01765,16.32,16.96,977,3,1.47,0
TXREF-01766,31.38,14.04,344,1,7.42,0
TXREF-01767,14.5,18.42,947,2,1.18,0
TXREF-01768,63.84,15.09,22,2,8.02,1
TXREF-01769,17.98,21.8,915,1,2.91,0
TXREF-01770,263.19,1.41,420,3,1.33,0
TXREF-01771,25.15,19.56,288,3,25.92,0
TXREF-01772,36.67,14.7,998,3,21.06,0
TXREF-01773,13.7,5.21,50,4,2.56,0
TXREF-01774,118.91,19.39,510,3,9.92,0
TXREF-01775,77.95,20.21,634,3,5.15,0
TXREF-01776,43.11,12.73,405,4,4.92,0
TXREF-01777,13.2,12.06,79,3,15.25,0
TXREF-01778,40.52,15.41,125,4,9.07,0
TXREF-01779,15.53,11.16,188,3,6.04,0
TXREF-01780,99.77,12.15,1023,4,82.67,0
TXREF-01781,62.34,23.04,54,2,5.8,0
TXREF-01782,37.29,13.06,67,2,5.2,0
TXREF-01783,6.02,12.35,14,3,0.77,0
TXREF-01784,17.15,16.73,186,3,76.91,0
TXREF-01785,57.12,21.92,80,3,1.62,0
TXREF-01786,83.37,15.26,122,1,25.73,0
TXREF-01787,77.37,15.95,442,5,2.01,0
TXREF-01788,11.06,20.45,650,1,5.56,0
TXREF-01789,43.26,19.67,519,4,12.4,0
TXREF-01790,72.33,19.78,389,2,84.39,0
TXREF-01791,10.55,16.97,87,2,2.36,0
TXREF-01792,34.62,19.16,26,6,31.75,0
TXREF-01793,42.4,17.31,33,1,2.86,0
TXREF-01794,28.03,21.67,379,2,8.9,0
TXREF-01795,9.17,6.49,963,3,1.82,0
TXREF-01796,27.54,10.07,62,1,7.5,0
TXREF-01797,27.5,16.04,273,2,11.63,0
TXREF-01798,31.29,21.75,39,2,15.84,0
TXREF-01799,23.2,20.81,2085,1,14.95,0
TXREF-01800,25.31,22.61,62,2,5.69,0
TXREF-01801,33.83,13.96,104,3,3.83,0
TXREF-01802,47.87,10.54,1941,3,19.9,0
TXREF-01803,27.96,11.68,193,3,31.9,0
TXREF-01804,25.92,16.72,469,6,1.65,0
TXREF-01805,37.21,10.71,38,2,5.3,0
TXREF-01806,8.73,11.01,1919,1,3.24,0
TXREF-01807,49.08,14.59,65,3,8.65,0
TXREF-01808,34.8,20.06,91,1,3.1,0
TXREF-01809,35.82,12.71,406,5,7.56,0
TXREF-01810,69.53,18.22,199,2,18.03,0
TXREF-01811,8.53,9.91,197,1,0.92,0
TXREF-01812,8.41,23.65,551,4,3.19,0
TXREF-01813,42.4,9.07,949,2,6.31,0
TXREF-01814,34.64,8.71,1800,2,2.42,0
TXREF-01815,39.35,15.08,19,2,10.02,0
TXREF-01816,24.96,19.43,85,3,1.85,0
TXREF-01817,56.17,9.49,989,1,9.26,0
TXREF-01818,68.14,15.22,102,1,5.76,0
TXREF-01819,49.33,20.87,145,3,2.51,0
TXREF-01820,28.85,17.36,300,6,1.41,0
TXREF-01821,7.63,22.68,33,1,9.06,0
TXREF-01822,60.57,20.66,372,2,50.95,0
TXREF-01823,83.9,14.88,131,3,13.93,0
TXREF-01824,55.37,22.93,397,2,13.31,0
TXREF-01825,18.48,12.48,826,6,3.96,0
TXREF-01826,56.55,21.76,679,5,6.16,0
TXREF-01827,64.69,9.99,11,4,2.05,0
TXREF-01828,106.95,22.54,299,3,2.52,0
TXREF-01829,18.53,15.19,176,3,11.04,0
TXREF-01830,29.58,18.82,2160,3,1.77,0
TXREF-01831,59.62,18.39,391,2,4.96,0
TXREF-01832,36.28,16.11,683,4,2.43,0
TXREF-01833,15.57,14.26,348,3,4.73,0
TXREF-01834,46.92,20.19,700,1,2.15,0
TXREF-01835,52.81,18.44,48,5,0.69,0
TXREF-01836,37.09,11.33,466,3,9.67,0
TXREF-01837,40.78,11.43,157,3,5.98,0
TXREF-01838,28.9,15.84,148,4,14.6,0
TXREF-01839,100.92,17.02,670,2,32.14,0
TXREF-01840,18.2,21.55,46,5,10.01,0
TXREF-01841,22.81,17.78,1082,3,14.93,0
TXREF-01842,35.09,14.23,52,2,14.73,1
TXREF-01843,65.55,10.85,360,1,41.81,0
TXREF-01844,11.84,13.84,221,2,2.46,0
TXREF-01845,13.55,11.68,976,4,4.4,0
TXREF-01846,8.03,16.11,600,2,3.31,0
TXREF-01847,35.64,12.85,427,3,6.44,0
TXREF-01848,15.56,13.68,198,2,2.82,0
TXREF-01849,26.39,19.0,722,1,2.01,0
TXREF-01850,56.05,11.63,37,4,3.29,0
TXREF-01851,21.94,17.08,348,1,2.21,0
TXREF-01852,41.12,19.6,186,3,2.67,0
TXREF-01853,28.06,14.98,819,2,0.9,0
TXREF-01854,56.48,21.85,140,4,57.53,0
TXREF-01855,49.01,16.65,831,3,2.47,0
TXREF-01856,21.15,9.6,930,1,19.06,0
TXREF-01857,30.83,9.1,208,4,18.74,0
TXREF-01858,73.81,12.92,494,2,6.79,0
TXREF-01859,46.21,12.75,137,1,2.13,0
TXREF-01860,12.73,13.71,273,3,19.79,0
TXREF-01861,55.82,11.89,517,1,16.94,0
TXREF-01862,15.94,22.21,92,3,15.65,0
TXREF-01863,96.26,14.96,232,2,16.28,0
TXREF-01864,72.77,14.77,816,4,10.53,0
TXREF-01865,42.89,10.26,52,2,12.22,0
TXREF-01866,38.99,15.6,44,3,17.13,0
TXREF-01867,29.95,20.41,371,3,3.06,0
TXREF-01868,56.74,11.89,281,2,5.56,0
TXREF-01869,26.66,9.63,512,2,1.36,0
TXREF-01870,41.25,19.03,363,3,30.82,0
TXREF-01871,65.22,18.48,79,4,9.93,0
TXREF-01872,23.23,15.46,695,3,1.5,0
TXREF-01873,22.34,12.59,61,4,0.48,0
TXREF-01874,14.73,14.35,1028,5,6.89,0
TXREF-01875,16.18,19.73,947,3,4.99,0
TXREF-01876,9.33,14.21,31,3,3.5,0
TXREF-01877,58.88,14.57,1017,2,8.5,0
TXREF-01878,128.05,20.0,667,2,17.71,0
TXREF-01879,97.15,14.34,417,2,23.37,1
TXREF-01880,10.8,21.19,228,5,29.32,0
TXREF-01881,58.67,1.34,385,3,6.42,0
TXREF-01882,96.92,10.47,593,3,40.19,0
TXREF-01883,25.06,21.86,329,3,3.76,0
TXREF-01884,37.45,20.11,349,2,8.67,0
TXREF-01885,8.2,19.52,933,3,10.36,0
TXREF-01886,42.18,8.75,1095,1,14.13,0
TXREF-01887,16.19,10.16,665,3,1.82,0
TXREF-01888,40.19,14.96,1121,2,15.16,0
TXREF-01889,11.31,20.94,286,2,12.04,0
TXREF-01890,51.46,13.09,669,1,1.3,0
TXREF-01891,72.8,16.86,343,1,7.2,0
TXREF-01892,19.81,11.45,881,1,4.87,0
TXREF-01893,15.35,12.72,549,1,49.79,0
TXREF-01894,7.37,20.78,308,1,9.49,0
TXREF-01895,28.74,13.39,1477,2,4.09,0
TXREF-01896,22.9,7.81,450,2,3.52,0
TXREF-01897,11.4,13.92,574,2,17.23,0
TXREF-01898,48.24,19.9,593,2,8.59,0
TXREF-01899,25.18,17.45,172,2,7.07,0
TXREF-01900,16.05,9.88,150,3,12.73,0
TXREF-01901,23.35,11.95,258,2,6.83,0
TXREF-01902,75.29,17.85,10,1,26.25,0
TXREF-01903,53.74,14.94,148,3,4.7,0
TXREF-01904,31.7,15.76,50,2,2.07,0
TXREF-01905,54.37,15.45,395,4,4.27,0
TXREF-01906,15.09,15.47,57,3,5.91,0
TXREF-01907,35.63,19.83,898,2,7.78,0
TXREF-01908,38.71,14.29,178,2,7.99,0
TXREF-01909,24.82,10.76,357,2,8.2,0
TXREF-01910,47.63,19.48,638,3,3.18,0
TXREF-01911,19.85,12.19,2106,1,1.25,0
TXREF-01912,50.25,22.02,227,1,0.74,0
TXREF-01913,51.8,22.48,262,2,13.45,0
TXREF-01914,4.26,11.37,244,3,0.46,0
TXREF-01915,82.02,22.44,1330,3,8.27,0
TXREF-01916,3.88,15.52,357,1,10.25,0
TXREF-01917,22.34,12.24,40,1,11.81,0
TXREF-01918,72.84,17.11,446,2,10.0,0
TXREF-01919,27.7,17.62,708,3,5.58,0
TXREF-01920,12.11,10.83,313,3,1.44,0
TXREF-01921,15.84,18.53,681,5,2.97,0
TXREF-01922,72.92,18.25,647,1,27.24,0
TXREF-01923,8.73,13.91,718,3,10.38,0
TXREF-01924,78.48,19.92,207,2,1.78,0
TXREF-01925,33.46,13.91,22,4,2.17,0
TXREF-01926,14.75,18.31,766,2,55.5,0
TXREF-01927,22.88,16.09,142,3,1.64,0
TXREF-01928,16.74,13.98,56,3,5.99,0
TXREF-01929,64.95,13.58,1057,2,7.47,0
TXREF-01930,58.99,19.04,62,3,17.95,0
TXREF-01931,10.1,19.06,677,4,17.44,0
TXREF-01932,26.03,14.74,16,3,11.73,0
TXREF-01933,18.7,14.74,136,1,6.81,0
TXREF-01934,88.35,21.89,97,3,10.9,0
TXREF-01935,13.17,14.9,945,1,182.22,0
TXREF-01936,110.5,17.42,43,2,286.94,1
TXREF-01937,33.99,17.73,122,5,11.99,0
TXREF-01938,15.08,15.73,368,2,3.92,0
TXREF-01939,21.38,13.72,1479,1,6.23,0
TXREF-01940,19.55,13.74,250,5,15.66,0
TXREF-01941,13.91,19.04,911,3,2.12,0
TXREF-01942,37.27,17.76,78,1,13.35,0
TXREF-01943,14.38,13.45,185,4,7.44,0
TXREF-01944,7.24,16.0,11,6,1.11,0
TXREF-01945,26.49,10.77,543,1,9.35,0
TXREF-01946,9.51,14.47,983,2,3.42,0
TXREF-01947,20.26,18.97,51,3,19.91,0
TXREF-01948,18.09,13.28,128,3,4.96,0
TXREF-01949,18.59,15.9,125,3,1.21,0
TXREF-01950,147.04,19.39,156,2,3.61,0
TXREF-01951,36.26,18.77,240,4,7.4,0
TXREF-01952,41.54,17.06,64,2,0.65,0
TXREF-01953,9.69,13.0,191,4,12.22,0
TXREF-01954,21.74,7.66,56,2,2.53,0
TXREF-01955,40.65,19.58,441,1,14.03,0
TXREF-01956,16.65,21.02,666,3,46.76,0
TXREF-01957,66.94,19.0,972,2,22.16,0
TXREF-01958,14.64,15.73,852,4,5.2,0
TXREF-01959,28.33,13.42,97,1,18.01,0
TXREF-01960,22.83,17.7,113,1,11.09,0
TXREF-01961,39.19,13.87,685,4,6.52,0
TXREF-01962,21.95,14.86,965,2,190.39,0
TXREF-01963,28.64,8.99,97,2,17.35,0
TXREF-01964,29.37,20.72,92,2,3.39,0
TXREF-01965,20.52,15.18,12,5,8.02,0
TXREF-01966,49.37,16.9,1068,2,11.14,0
TXREF-01967,41.33,23.92,71,1,10.13,0
TXREF-01968,32.66,20.52,150,2,6.23,0
TXREF-01969,25.54,9.27,291,2,9.05,0
TXREF-01970,61.78,15.87,302,5,4.99,0
TXREF-01971,29.38,11.61,38,3,8.59,0
TXREF-01972,27.92,16.86,70,4,50.64,0
TXREF-01973,37.54,21.58,163,4,9.83,0
TXREF-01974,118.1,13.69,563,3,7.38,0
TXREF-01975,13.26,21.69,1088,1,27.28,0
TXREF-01976,60.6,20.34,159,3,17.22,0
TXREF-01977,8.91,10.7,191,2,4.69,0
TXREF-01978,40.71,7.71,204,3,1.72,0
TXREF-01979,108.21,18.31,685,3,1.18,0
TXREF-01980,49.49,20.5,549,5,14.77,0
TXREF-01981,39.36,17.22,33,1,133.95,0
TXREF-01982,23.25,12.85,324,2,5.24,0
TXREF-01983,35.6,16.48,147,2,0.35,0
TXREF-01984,29.04,15.55,725,2,24.76,0
TXREF-01985,19.77,18.23,114,3,8.95,0
TXREF-01986,28.26,13.82,323,1,5.0,0
TXREF-01987,40.16,8.46,172,3,1.57,0
TXREF-01988,20.04,13.78,33,1,27.2,0
TXREF-01989,19.48,14.28,136,3,6.76,0
TXREF-01990,13.07,15.66,326,6,19.35,0
TXREF-01991,46.12,9.1,105,3,6.4,0
TXREF-01992,51.55,22.17,174,2,50.54,0
TXREF-01993,41.13,16.78,953,4,7.88,0
TXREF-01994,69.75,13.67,279,3,2.88,0
TXREF-01995,37.09,13.02,56,1,11.4,0
TXREF-01996,46.17,21.59,661,1,7.01,0
TXREF-01997,43.33,10.58,88,1,1.76,0
TXREF-01998,32.59,17.95,192,2,2.34,0
TXREF-01999,23.76,17.27,82,2,6.77,0
TXREF-02000,171.43,13.28,290,2,28.92,0
TXREF-02001,25.14,13.89,94,3,3.49,0
TXREF-02002,21.55,22.1,118,3,19.92,1
TXREF-02003,47.58,14.58,162,3,5.12,0
TXREF-02004,41.73,12.1,869,2,30.96,0
TXREF-02005,12.66,22.49,246,2,55.22,0
TXREF-02006,78.13,12.86,301,3,7.95,0
TXREF-02007,32.53,12.97,1953,2,3.23,0
TXREF-02008,15.64,13.01,1128,1,3.17,0
TXREF-02009,81.93,6.83,109,2,20.33,0
TXREF-02010,54.62,14.31,32,3,2.28,0
TXREF-02011,14.01,20.21,129,3,0.96,0
TXREF-02012,125.16,8.03,40,3,24.64,0
TXREF-02013,55.94,12.88,314,2,2.45,0
TXREF-02014,34.56,12.78,9,2,1.44,0
TXREF-02015,109.39,18.08,150,3,2.65,0
TXREF-02016,39.04,18.75,101,5,5.02,0
TXREF-02017,34.12,16.14,33,7,1.62,0
TXREF-02018,21.64,18.42,41,3,1.81,0
TXREF-02019,52.93,11.99,375,5,8.27,0
TXREF-02020,49.07,20.14,688,3,3.54,0
TXREF-02021,35.18,19.53,581,2,10.39,0
TXREF-02022,19.71,14.73,375,4,12.37,0
TXREF-02023,38.23,15.2,1589,2,3.26,0
TXREF-02024,33.11,12.7,24,4,5.27,0
TXREF-02025,13.33,16.2,692,3,15.6,0
TXREF-02026,12.06,13.87,266,3,23.64,0
TXREF-02027,52.3,8.14,608,2,0.44,0
TXREF-02028,5.35,12.86,424,1,1.23,0
TXREF-02029,40.36,10.21,872,3,7.82,0
TXREF-02030,24.67,14.36,290,4,6.48,0
TXREF-02031,89.29,11.07,1026,4,4.59,0
TXREF-02032,24.4,0.52,610,2,4.13,0
TXREF-02033,55.97,14.14,478,2,2.59,0
TXREF-02034,26.16,10.01,204,1,33.13,0
TXREF-02035,37.78,18.78,45,2,2.0,0
TXREF-02036,59.18,15.99,194,2,5.63,0
TXREF-02037,24.95,20.63,329,6,5.67,0
TXREF-02038,71.34,11.11,672,3,16.45,0
TXREF-02039,17.02,17.8,2,3,14.35,0
TXREF-02040,43.04,20.24,213,1,6.25,0
TXREF-02041,67.65,13.97,32,6,4.78,1
TXREF-02042,55.99,14.29,74,4,2.19,0
TXREF-02043,138.36,11.63,1026,2,24.15,0
TXREF-02044,20.09,14.69,76,4,0.89,0
TXREF-02045,12.9,19.49,192,3,2.06,0
TXREF-02046,17.01,14.81,501,1,16.71,0
TXREF-02047,56.01,17.41,101,3,2.07,0
TXREF-02048,49.82,14.09,323,5,12.68,0
TXREF-02049,37.47,10.72,337,3,27.93,0
TXREF-02050,15.51,11.81,127,3,23.04,0
TXREF-02051,60.47,10.42,24,5,2.99,0
TXREF-02052,14.41,19.65,273,8,4.07,0
TXREF-02053,80.19,17.92,226,3,1.96,0
TXREF-02054,272.42,14.52,154,5,7.38,0
TXREF-02055,45.32,13.02,477,3,38.19,1
TXREF-02056,52.98,11.47,28,4,6.43,0
TXREF-02057,24.41,15.14,183,3,6.23,0
TXREF-02058,9.46,10.04,2103,1,7.25,0
TXREF-02059,22.56,10.37,1028,2,5.5,0
TXREF-02060,15.85,16.88,105,2,12.31,0
TXREF-02061,12.28,13.11,874,4,1.17,0
TXREF-02062,120.31,19.29,265,2,7.22,0
TXREF-02063,42.37,13.46,234,3,13.2,0
TXREF-02064,45.76,16.32,174,1,19.14,0
TXREF-02065,27.87,14.53,204,1,32.2,0
TXREF-02066,30.74,18.34,22,2,2.72,0
TXREF-02067,69.72,11.74,1661,4,2.29,0
TXREF-02068,34.01,13.38,1226,5,4.02,0
TXREF-02069,51.01,14.97,565,3,14.73,0
TXREF-02070,30.23,13.89,19,2,1.33,0
TXREF-02071,27.21,13.6,199,3,7.91,0
TXREF-02072,12.64,22.64,44,3,8.23,0
TXREF-02073,8.38,13.88,445,2,3.32,0
TXREF-02074,28.84,11.5,680,2,14.14,0
TXREF-02075,36.26,17.54,80,2,1.43,0
TXREF-02076,13.79,12.46,9,3,28.07,0
TXREF-02077,33.96,14.41,356,3,12.17,0
TXREF-02078,36.19,18.37,56,2,4.81,0
TXREF-02079,7.37,21.41,10,1,1.5,0
TXREF-02080,18.01,10.48,1538,4,6.0,0
TXREF-02081,46.68,19.12,94,3,11.84,0
TXREF-02082,46.0,21.75,75,1,3.4,0
TXREF-02083,15.17,20.8,858,4,0.74,0
TXREF-02084,39.02,17.92,257,2,2.47,0
TXREF-02085,72.68,23.19,1108,3,97.79,0
TXREF-02086,60.92,19.42,112,1,9.77,0
TXREF-02087,32.51,13.36,339,2,4.49,0
TXREF-02088,24.85,19.14,737,2,102.86,0
TXREF-02089,22.13,16.71,249,1,17.31,0
TXREF-02090,48.76,14.13,688,4,43.86,0
TXREF-02091,40.06,14.84,494,1,9.31,0
TXREF-02092,54.77,13.56,513,4,17.18,0
TXREF-02093,38.28,14.17,433,1,7.89,0
TXREF-02094,62.77,13.86,562,1,2.6,0
TXREF-02095,37.27,15.22,1498,4,5.32,0
TXREF-02096,61.25,19.57,209,2,7.03,0
TXREF-02097,65.17,10.14,480,4,5.63,0
TXREF-02098,19.51,17.72,2227,3,2.93,0
TXREF-02099,9.47,12.82,1078,1,4.58,0
TXREF-02100,105.78,20.25,11,4,3.93,0
TXREF-02101,41.88,20.52,1451,3,3.62,0
TXREF-02102,10.13,20.07,24,7,28.25,0
TXREF-02103,20.82,13.49,146,1,8.41,0
TXREF-02104,60.69,8.46,489,2,1.43,0
TXREF-02105,28.46,19.56,94,2,1.32,0
TXREF-02106,24.08,10.98,627,3,4.02,0
TXREF-02107,95.45,20.91,69,1,2.22,0
TXREF-02108,16.38,10.63,1147,2,4.69,0
TXREF-02109,19.6,9.72,1080,4,52.12,0
TXREF-02110,40.54,13.34,61,3,2.77,0
TXREF-02111,46.11,12.1,1138,1,2.04,0
TXREF-02112,49.77,10.26,1195,2,9.19,0
TXREF-02113,67.09,13.89,302,4,2.62,0
TXREF-02114,40.16,9.26,13,2,0.78,0
TXREF-02115,49.52,19.44,933,3,4.44,0
TXREF-02116,28.89,23.63,102,4,1.05,0
TXREF-02117,36.42,6.06,338,2,2.28,0
TXREF-02118,37.62,12.33,287,2,9.21,0
TXREF-02119,40.64,15.5,561,1,1.31,0
TXREF-02120,60.72,22.32,241,2,17.93,0
TXREF-02121,51.92,19.89,340,3,5.0,0
TXREF-02122,35.94,15.38,787,1,36.31,0
TXREF-02123,19.44,10.74,827,2,6.68,0
TXREF-02124,36.55,13.96,239,2,5.43,0
TXREF-02125,34.12,16.64,66,2,6.86,0
TXREF-02126,40.01,11.2,177,3,11.72,0
TXREF-02127,170.49,13.34,1131,1,29.35,1
TXREF-02128,23.88,19.9,268,4,2.09,0
TXREF-02129,47.18,11.26,561,2,6.54,0
TXREF-02130,75.14,15.47,210,4,5.87,0
TXREF-02131,37.36,10.55,173,2,23.34,0
TXREF-02132,187.4,13.48,928,5,8.24,0
TXREF-02133,26.52,15.43,134,4,2.44,0
TXREF-02134,43.96,6.31,860,1,6.86,0
TXREF-02135,19.59,12.29,168,1,1.21,0
TXREF-02136,27.03,15.37,855,3,34.77,0
TXREF-02137,41.65,14.72,1130,2,3.19,0
TXREF-02138,64.03,22.38,88,3,1.7,1
TXREF-02139,43.81,10.47,370,2,15.51,0
TXREF-02140,86.19,22.44,75,2,11.81,1
TXREF-02141,32.51,20.39,1181,2,53.97,0
TXREF-02142,27.41,15.75,1022,3,7.98,0
TXREF-02143,243.93,15.22,602,1,11.7,0
TXREF-02144,46.24,12.57,470,2,10.92,0
TXREF-02145,20.74,21.58,506,2,3.94,0
TXREF-02146,21.12,12.1,170,1,5.16,0
TXREF-02147,17.66,20.93,337,1,22.26,0
TXREF-02148,68.33,21.58,301,3,2.66,0
TXREF-02149,26.78,23.42,175,2,6.85,0
TXREF-02150,38.16,18.48,1441,3,0.56,0
TXREF-02151,33.26,21.58,196,2,12.9,0
TXREF-02152,58.95,19.8,836,4,13.35,0
TXREF-02153,18.92,14.77,218,2,33.38,0
TXREF-02154,16.05,13.93,40,2,8.8,0
TXREF-02155,40.91,10.38,843,3,2.15,0
TXREF-02156,53.66,18.14,146,3,7.65,0
TXREF-02157,44.23,12.17,516,3,128.54,0
TXREF-02158,19.44,23.4,58,1,1.39,0
TXREF-02159,56.7,17.41,133,2,7.19,0
TXREF-02160,20.38,15.93,393,2,0.99,0
TXREF-02161,23.91,15.64,503,5,28.06,0
TXREF-02162,17.64,12.91,214,1,4.6,0
TXREF-02163,88.84,5.43,483,4,15.14,0
TXREF-02164,54.93,21.93,36,8,1.19,0
TXREF-02165,53.82,20.29,647,4,4.79,0
TXREF-02166,85.46,20.02,880,2,0.6,0
TXREF-02167,263.78,12.11,93,4,2.8,0
TXREF-02168,10.17,13.05,70,1,11.86,0
TXREF-02169,20.46,17.89,47,2,1.75,0
TXREF-02170,22.34,13.83,327,3,27.38,0
TXREF-02171,18.87,20.1,232,1,2.59,0
TXREF-02172,16.02,16.11,1283,2,3.76,0
TXREF-02173,28.06,17.76,1754,2,1.92,0
TXREF-02174,14.5,12.61,13,3,41.47,0
TXREF-02175,44.31,20.64,176,2,0.63,0
TXREF-02176,36.13,19.54,192,4,8.39,0
TXREF-02177,49.22,19.92,508,4,4.98,0
TXREF-02178,50.18,12.66,1180,3,37.03,0
TXREF-02179,53.74,18.89,22,1,3.71,0
TXREF-02180,26.61,16.51,957,1,4.78,0
TXREF-02181,160.33,16.68,409,2,3.39,0
TXREF-02182,41.21,10.1,24,2,6.4,0
TXREF-02183,9.11,15.11,198,4,13.01,0
TXREF-02184,16.92,20.09,41,1,5.54,0
TXREF-02185,9.94,14.82,379,4,2.06,0
TXREF-02186,35.25,9.14,134,3,3.85,0
TXREF-02187,31.89,13.7,195,1,10.88,0
TXREF-02188,24.85,17.51,143,4,12.86,0
TXREF-02189,148.1,15.75,3,2,44.54,1
TXREF-02190,51.69,10.05,76,2,3.79,0
TXREF-02191,58.72,18.2,63,1,6.23,0
TXREF-02192,17.81,18.35,481,1,8.97,0
TXREF-02193,16.96,20.7,1578,3,13.39,0
TXREF-02194,35.75,0.27,117,5,12.46,0
TXREF-02195,39.43,20.71,197,2,1.38,0
TXREF-02196,9.15,13.98,365,5,0.97,0
TXREF-02197,30.57,7.73,460,3,9.19,0
TXREF-02198,35.17,9.01,516,2,2.2,0
TXREF-02199,29.82,16.46,549,2,2.31,0
TXREF-02200,19.38,14.41,39,5,4.23,0
TXREF-02201,23.61,18.74,791,4,0.82,0
TXREF-02202,30.65,10.17,25,2,4.44,0
TXREF-02203,37.17,14.38,221,3,4.02,0
TXREF-02204,53.81,14.02,22,6,3.67,0
TXREF-02205,75.81,13.54,142,1,1.56,0
TXREF-02206,28.16,12.78,155,3,35.96,0
TXREF-02207,25.07,12.84,248,2,24.38,0
TXREF-02208,47.71,20.3,619,3,37.93,0
TXREF-02209,54.04,19.86,369,1,1.79,0
TXREF-02210,25.47,14.81,246,2,9.82,0
TXREF-02211,61.5,17.86,779,1,68.09,0
TXREF-02212,70.48,10.16,341,3,7.5,0
TXREF-02213,88.24,8.2,60,2,8.37,0
TXREF-02214,125.26,17.25,723,1,5.22,0
TXREF-02215,18.66,10.98,724,1,5.78,0
TXREF-02216,35.16,12.79,471,4,48.27,0
TXREF-02217,35.1,12.04,265,1,1.09,0
TXREF-02218,32.44,18.77,161,1,4.71,0
TXREF-02219,21.81,9.33,436,3,15.42,0
TXREF-02220,11.95,12.18,471,4,3.04,0
TXREF-02221,37.22,22.55,263,3,12.28,0
TXREF-02222,20.02,13.99,127,2,8.17,0
TXREF-02223,37.04,15.61,753,5,20.11,0
TXREF-02224,19.65,12.41,1234,2,4.12,0
TXREF-02225,15.77,19.65,356,2,3.9,0
TXREF-02226,41.21,19.08,503,3,7.35,0
TXREF-02227,38.81,7.25,9,2,5.68,0
TXREF-02228,52.83,18.3,351,3,7.52,0
TXREF-02229,167.98,16.46,160,1,11.96,0
TXREF-02230,42.51,12.21,242,2,7.7,0
TXREF-02231,49.37,17.84,242,4,4.36,0
TXREF-02232,16.03,20.33,719,2,1.94,0
TXREF-02233,13.78,16.15,505,2,8.39,0
TXREF-02234,108.81,19.58,475,2,1.59,0
TXREF-02235,17.91,14.12,842,3,11.02,0
TXREF-02236,16.42,13.28,274,6,4.61,0
TXREF-02237,33.85,13.66,943,3,4.17,0
TXREF-02238,32.62,19.21,17,1,3.34,0
TXREF-02239,18.18,15.29,263,1,7.26,0
TXREF-02240,27.95,20.86,40,2,4.89,0
TXREF-02241,84.36,14.89,350,2,4.13,0
TXREF-02242,19.49,11.91,33,4,9.84,0
TXREF-02243,12.76,12.13,215,3,4.23,0
TXREF-02244,68.63,17.58,299,3,9.16,0
TXREF-02245,49.62,7.47,171,2,19.63,0
TXREF-02246,22.27,12.48,164,3,6.17,0
TXREF-02247,11.14,12.55,127,3,6.22,0
TXREF-02248,20.37,22.08,324,1,0.64,0
TXREF-02249,33.47,23.67,1491,5,11.32,0
TXREF-02250,80.58,19.63,642,2,0.87,0
TXREF-02251,16.5,7.85,132,1,8.95,0
TXREF-02252,32.76,11.08,309,2,3.91,0
TXREF-02253,56.61,14.84,1013,1,4.63,0
TXREF-02254,6.27,14.3,16,3,1.84,0
TXREF-02255,73.28,19.2,175,6,2.52,0
TXREF-02256,14.86,17.07,1870,3,0.52,0
TXREF-02257,44.21,18.42,601,3,20.2,0
TXREF-02258,41.58,13.31,1475,1,5.18,0
TXREF-02259,76.01,17.52,158,3,3.64,0
TXREF-02260,51.76,11.13,167,1,0.53,0
TXREF-02261,6.29,17.1,918,3,3.73,0
TXREF-02262,19.79,13.1,128,3,1.58,0
TXREF-02263,38.46,9.37,147,4,0.53,0
TXREF-02264,30.25,15.9,553,4,9.65,0
TXREF-02265,49.1,18.47,327,1,3.25,0
TXREF-02266,61.46,12.7,497,2,102.67,0
TXREF-02267,53.95,19.82,91,4,5.02,1
TXREF-02268,29.84,8.7,245,2,3.84,0
TXREF-02269,9.21,21.83,60,2,34.74,0
TXREF-02270,25.08,13.53,526,3,3.99,0
TXREF-02271,46.98,12.81,496,4,6.32,0
TXREF-02272,15.88,11.87,144,5,25.03,0
TXREF-02273,54.85,20.83,251,3,7.08,0
TXREF-02274,66.96,12.31,735,5,4.08,0
TXREF-02275,38.14,12.85,669,2,25.24,0
TXREF-02276,3.83,14.89,363,1,16.98,0
TXREF-02277,13.87,19.63,198,3,63.44,0
TXREF-02278,135.38,13.66,113,2,19.37,1
TXREF-02279,23.49,11.93,706,5,6.7,0
